frame_id,frame_name,delta_area_nm2_per_frame
199,11dd74426e8374ac110c4036c77c09ab_000000000205,422.334483
200,11dd74426e8374ac110c4036c77c09ab_000000000206,-74.234849
201,11dd74426e8374ac110c4036c77c09ab_000000000207,-267.864513
202,11dd74426e8374ac110c4036c77c09ab_000000000208,-2.939015
203,11dd74426e8374ac110c4036c77c09ab_000000000209,283.012609
204,11dd74426e8374ac110c4036c77c09ab_000000000210,-302.410110
205,11dd74426e8374ac110c4036c77c09ab_000000000211,-7.053637
206,11dd74426e8374ac110c4036c77c09ab_000000000212,-303.176243
207,11dd74426e8374ac110c4036c77c09ab_000000000213,-31.716814
208,11dd74426e8374ac110c4036c77c09ab_000000000214,342.167121
209,11dd74426e8374ac110c4036c77c09ab_000000000215,-7.485305
210,11dd74426e8374ac110c4036c77c09ab_000000000216,-710.819251
211,11dd74426e8374ac110c4036c77c09ab_000000000217,30.060617
212,11dd74426e8374ac110c4036c77c09ab_000000000218,-6.465834
213,11dd74426e8374ac110c4036c77c09ab_000000000219,776.193975
214,11dd74426e8374ac110c4036c77c09ab_000000000220,-687.646951
215,11dd74426e8374ac110c4036c77c09ab_000000000221,757.595518
216,11dd74426e8374ac110c4036c77c09ab_000000000222,-336.998121
217,11dd74426e8374ac110c4036c77c09ab_000000000223,684.626458
218,11dd74426e8374ac110c4036c77c09ab_000000000224,-450.787779
219,11dd74426e8374ac110c4036c77c09ab_000000000225,-12.049963
220,11dd74426e8374ac110c4036c77c09ab_000000000226,-75.238795
221,11dd74426e8374ac110c4036c77c09ab_000000000227,-728.875827
222,11dd74426e8374ac110c4036c77c09ab_000000000228,730.859662
223,11dd74426e8374ac110c4036c77c09ab_000000000229,-0.220426
224,11dd74426e8374ac110c4036c77c09ab_000000000230,39.098090
225,11dd74426e8374ac110c4036c77c09ab_000000000231,-34.689566
226,11dd74426e8374ac110c4036c77c09ab_000000000232,-28.508450
227,11dd74426e8374ac110c4036c77c09ab_000000000233,-214.266501
228,11dd74426e8374ac110c4036c77c09ab_000000000234,-1.982301
229,11dd74426e8374ac110c4036c77c09ab_000000000235,37.946903
230,11dd74426e8374ac110c4036c77c09ab_000000000236,-19.823009
231,11dd74426e8374ac110c4036c77c09ab_000000000237,8.495575
232,11dd74426e8374ac110c4036c77c09ab_000000000238,123.469027
233,11dd74426e8374ac110c4036c77c09ab_000000000239,7.362832
234,11dd74426e8374ac110c4036c77c09ab_000000000240,-49.840708
235,11dd74426e8374ac110c4036c77c09ab_000000000241,-9.911504
236,11dd74426e8374ac110c4036c77c09ab_000000000242,622.590833
237,11dd74426e8374ac110c4036c77c09ab_000000000243,-106.686260
238,11dd74426e8374ac110c4036c77c09ab_000000000244,-617.104368
239,11dd74426e8374ac110c4036c77c09ab_000000000245,298.580326
240,11dd74426e8374ac110c4036c77c09ab_000000000246,345.856886
241,11dd74426e8374ac110c4036c77c09ab_000000000247,12.049963
242,11dd74426e8374ac110c4036c77c09ab_000000000248,18.809699
243,11dd74426e8374ac110c4036c77c09ab_000000000249,16.752388
244,11dd74426e8374ac110c4036c77c09ab_000000000250,8.523145
245,11dd74426e8374ac110c4036c77c09ab_000000000251,-441.213319
246,11dd74426e8374ac110c4036c77c09ab_000000000252,311.896640
247,11dd74426e8374ac110c4036c77c09ab_000000000253,-182.055932
248,11dd74426e8374ac110c4036c77c09ab_000000000254,-172.743363
249,11dd74426e8374ac110c4036c77c09ab_000000000255,-1.982301
250,11dd74426e8374ac110c4036c77c09ab_000000000256,548.405402
251,11dd74426e8374ac110c4036c77c09ab_000000000257,10.286554
252,11dd74426e8374ac110c4036c77c09ab_000000000258,10.286554
253,11dd74426e8374ac110c4036c77c09ab_000000000259,-322.323643
254,11dd74426e8374ac110c4036c77c09ab_000000000260,387.128933
255,11dd74426e8374ac110c4036c77c09ab_000000000261,41.773899
256,11dd74426e8374ac110c4036c77c09ab_000000000262,117.289893
257,11dd74426e8374ac110c4036c77c09ab_000000000263,-153.332711
258,11dd74426e8374ac110c4036c77c09ab_000000000264,348.302483
259,11dd74426e8374ac110c4036c77c09ab_000000000265,51.278138
260,11dd74426e8374ac110c4036c77c09ab_000000000266,17.397940
261,11dd74426e8374ac110c4036c77c09ab_000000000267,-334.980030
262,11dd74426e8374ac110c4036c77c09ab_000000000268,25.569434
263,11dd74426e8374ac110c4036c77c09ab_000000000269,17.927994
264,11dd74426e8374ac110c4036c77c09ab_000000000270,3.526819
265,11dd74426e8374ac110c4036c77c09ab_000000000271,8.817046
266,11dd74426e8374ac110c4036c77c09ab_000000000272,59.662013
267,11dd74426e8374ac110c4036c77c09ab_000000000273,1.175606
268,11dd74426e8374ac110c4036c77c09ab_000000000274,-30.859662
269,11dd74426e8374ac110c4036c77c09ab_000000000275,2.939015
270,11dd74426e8374ac110c4036c77c09ab_000000000276,432.263381
271,11dd74426e8374ac110c4036c77c09ab_000000000277,7.384615
272,11dd74426e8374ac110c4036c77c09ab_000000000278,0.307692
273,11dd74426e8374ac110c4036c77c09ab_000000000279,-423.497202
274,11dd74426e8374ac110c4036c77c09ab_000000000280,4.114622
275,11dd74426e8374ac110c4036c77c09ab_000000000281,-7.347539
276,11dd74426e8374ac110c4036c77c09ab_000000000282,12.637766
277,11dd74426e8374ac110c4036c77c09ab_000000000283,462.092353
278,11dd74426e8374ac110c4036c77c09ab_000000000284,20.923077
279,11dd74426e8374ac110c4036c77c09ab_000000000285,7.384615
280,11dd74426e8374ac110c4036c77c09ab_000000000286,-88.736771
281,11dd74426e8374ac110c4036c77c09ab_000000000287,9.462037
282,11dd74426e8374ac110c4036c77c09ab_000000000288,17.582426
