0,"(590.12,513.66)","(588.65,506.58)","(588.41,500.23)","(589.14,494.37)","(590.85,489.73)","(595.24,487.77)","(598.18,484.84)","(601.11,482.40)","(607.95,482.64)","(614.05,485.33)","(619.67,487.77)","(624.31,488.99)","(628.22,490.22)","(632.37,492.17)","(635.55,495.35)","(636.52,501.21)","(636.03,509.02)","(636.03,513.66)","(636.28,517.08)","(636.28,520.75)","(633.84,522.46)","(629.44,522.70)","(626.26,522.46)","(622.85,522.46)","(623.58,518.55)","(622.85,513.42)","(620.16,511.22)","(618.45,514.64)","(616.49,517.57)","(611.37,520.50)","(607.95,520.50)","(603.55,519.53)","(601.84,517.33)","(598.18,516.35)","(594.76,515.62)","(589.38,514.64)","(589.38,514.64)"
0,"(648.29,397.93)","(648.70,394.06)","(647.27,388.77)","(645.23,385.31)","(645.03,382.87)","(645.03,377.57)","(644.22,373.91)","(641.77,371.06)","(639.54,368.01)","(636.28,366.99)","(633.23,366.79)","(629.56,368.82)","(626.92,372.08)","(623.05,375.74)","(622.23,379.61)","(619.18,383.07)","(618.16,387.34)","(618.16,393.65)","(618.77,398.34)","(619.79,402.20)","(622.85,408.51)","(627.32,410.14)","(632.82,411.97)","(638.52,412.58)","(641.37,410.96)","(646.66,409.33)","(649.92,409.33)","(654.19,409.33)","(657.65,408.11)","(658.67,404.85)","(658.13,402.68)","(658.13,400.64)","(656.26,399.12)","(652.87,398.95)","(648.80,398.44)","(648.80,398.44)"
1,"(591.21,486.44)","(588.21,491.44)","(587.21,495.44)","(587.21,502.44)","(589.21,508.44)","(593.21,512.44)","(597.21,514.44)","(600.21,515.44)","(620.21,515.44)","(623.21,517.44)","(634.21,516.44)","(635.21,512.44)","(634.21,500.44)","(633.21,496.44)","(631.21,492.44)","(625.21,486.44)","(622.21,485.44)","(618.21,483.44)","(613.21,481.44)","(604.21,479.44)","(600.21,480.44)","(596.21,482.44)","(593.21,484.44)"
1,"(629.21,363.44)","(626.21,365.44)","(623.21,368.44)","(621.21,372.44)","(619.21,377.44)","(618.21,380.44)","(617.21,385.44)","(617.21,387.44)","(618.21,393.44)","(620.21,399.44)","(622.21,403.44)","(626.21,407.44)","(629.21,408.44)","(639.21,408.44)","(643.21,407.44)","(646.21,405.44)","(650.21,405.44)","(653.21,404.44)","(655.21,402.44)","(655.21,396.44)","(654.21,394.44)","(650.21,392.44)","(647.21,389.44)","(647.21,385.44)","(646.21,382.44)","(643.21,377.44)","(643.21,372.44)","(642.21,369.44)","(641.21,367.44)","(639.21,365.44)","(639.21,364.44)"
2,"(588.96,491.62)","(586.96,495.62)","(586.96,501.62)","(589.96,510.62)","(592.96,513.62)","(598.96,516.62)","(601.96,517.62)","(615.96,517.62)","(622.96,519.62)","(628.96,519.62)","(632.96,517.62)","(631.96,506.62)","(631.96,499.62)","(630.96,494.62)","(628.96,491.62)","(623.96,487.62)","(619.96,485.62)","(615.96,485.62)","(612.96,483.62)","(609.96,482.62)","(601.96,482.62)","(598.96,483.62)","(594.96,485.62)","(591.96,487.62)"
2,"(626.96,365.62)","(620.96,371.62)","(617.96,377.62)","(616.96,381.62)","(616.96,392.62)","(617.96,396.62)","(621.96,404.62)","(624.96,407.62)","(628.96,409.62)","(637.96,409.62)","(646.96,406.62)","(651.96,406.62)","(653.96,404.62)","(653.96,401.62)","(654.96,400.62)","(654.96,398.62)","(653.96,396.62)","(652.96,395.62)","(649.96,394.62)","(645.96,390.62)","(645.96,386.62)","(644.96,383.62)","(640.96,375.62)","(640.96,372.62)","(639.96,369.62)","(634.96,364.62)","(628.96,364.62)"
3,"(590.91,491.57)","(588.91,495.57)","(588.91,502.57)","(591.91,510.57)","(595.91,514.57)","(597.91,515.57)","(603.91,517.57)","(615.91,517.57)","(623.91,519.57)","(631.91,519.57)","(633.91,518.57)","(634.91,505.57)","(633.91,497.57)","(632.91,494.57)","(630.91,491.57)","(625.91,487.57)","(621.91,485.57)","(617.91,485.57)","(614.91,483.57)","(611.91,482.57)","(603.91,482.57)","(600.91,483.57)","(596.91,485.57)","(593.91,487.57)"
3,"(628.91,365.57)","(622.91,371.57)","(619.91,377.57)","(618.91,381.57)","(618.91,392.57)","(619.91,396.57)","(623.91,404.57)","(626.91,407.57)","(630.91,409.57)","(639.91,409.57)","(648.91,406.57)","(653.91,406.57)","(655.91,404.57)","(655.91,401.57)","(656.91,400.57)","(656.91,398.57)","(655.91,396.57)","(654.91,395.57)","(651.91,394.57)","(647.91,390.57)","(647.91,386.57)","(646.91,383.57)","(643.91,378.57)","(641.91,370.57)","(640.91,368.57)","(636.91,364.57)","(630.91,364.57)"
4,"(592.14,486.78)","(591.14,489.78)","(589.14,492.78)","(588.14,496.78)","(588.14,501.78)","(589.14,506.78)","(591.14,510.78)","(593.14,512.78)","(599.14,515.78)","(602.14,516.78)","(609.14,516.78)","(623.14,520.78)","(631.14,520.78)","(634.14,517.78)","(634.14,513.78)","(632.14,508.78)","(631.14,504.78)","(631.14,502.78)","(632.14,501.78)","(632.14,498.78)","(630.14,495.78)","(624.14,487.78)","(623.14,486.78)","(619.14,484.78)","(611.14,481.78)","(603.14,481.78)","(599.14,482.78)","(595.14,484.78)"
4,"(626.14,365.78)","(621.14,370.78)","(618.14,376.78)","(617.14,382.78)","(617.14,391.78)","(618.14,396.78)","(620.14,400.78)","(622.14,403.78)","(625.14,406.78)","(628.14,408.78)","(632.14,409.78)","(641.14,409.78)","(644.14,407.78)","(648.14,406.78)","(653.14,406.78)","(655.14,404.78)","(655.14,397.78)","(654.14,395.78)","(652.14,393.78)","(651.14,393.78)","(648.14,390.78)","(646.14,386.78)","(641.14,371.78)","(639.14,368.78)","(636.14,365.78)","(632.14,363.78)","(628.14,364.78)"
