frame_id,frame_name,nm_per_pixel,cx_nm,cy_nm
990,11dd74426e8374ac110c4036c77c09ab_000000001055,0.344520,291.458061,115.742617
990,11dd74426e8374ac110c4036c77c09ab_000000001055,0.344520,213.533243,90.871588
990,11dd74426e8374ac110c4036c77c09ab_000000001055,0.344520,221.930951,163.041269
991,11dd74426e8374ac110c4036c77c09ab_000000001056,0.344520,290.141338,115.002057
991,11dd74426e8374ac110c4036c77c09ab_000000001056,0.344520,210.975961,90.855659
991,11dd74426e8374ac110c4036c77c09ab_000000001056,0.344520,222.171026,164.637641
992,11dd74426e8374ac110c4036c77c09ab_000000001057,0.356575,300.547041,119.731042
992,11dd74426e8374ac110c4036c77c09ab_000000001057,0.356575,218.354898,93.435751
992,11dd74426e8374ac110c4036c77c09ab_000000001057,0.356575,230.097708,170.391192
993,11dd74426e8374ac110c4036c77c09ab_000000001058,0.356575,301.503007,119.696841
993,11dd74426e8374ac110c4036c77c09ab_000000001058,0.356575,218.682353,93.708438
993,11dd74426e8374ac110c4036c77c09ab_000000001058,0.356575,229.614382,171.337506
994,11dd74426e8374ac110c4036c77c09ab_000000001059,0.350446,297.526585,118.971318
994,11dd74426e8374ac110c4036c77c09ab_000000001059,0.350446,218.194371,92.409718
994,11dd74426e8374ac110c4036c77c09ab_000000001059,0.350446,227.151363,167.279383
995,11dd74426e8374ac110c4036c77c09ab_000000001060,0.350446,297.127756,118.294318
995,11dd74426e8374ac110c4036c77c09ab_000000001060,0.350446,216.816778,91.903022
995,11dd74426e8374ac110c4036c77c09ab_000000001060,0.350446,226.032563,167.321723
996,11dd74426e8374ac110c4036c77c09ab_000000001061,0.350446,296.151987,117.577384
996,11dd74426e8374ac110c4036c77c09ab_000000001061,0.350446,215.662984,91.962324
996,11dd74426e8374ac110c4036c77c09ab_000000001061,0.350446,225.750970,167.998285
997,11dd74426e8374ac110c4036c77c09ab_000000001062,0.351581,296.838029,117.272763
997,11dd74426e8374ac110c4036c77c09ab_000000001062,0.351581,215.770369,92.175130
997,11dd74426e8374ac110c4036c77c09ab_000000001062,0.351581,226.576666,169.433421
