instance_id,frame_id,frame_name,nm_per_pixel,area_nm2,cx_nm,cy_nm
1,64,11dd74426e8374ac110c4036c77c09ab_000000000070,0.390658,199.389546,260.642731,205.128886
1,65,11dd74426e8374ac110c4036c77c09ab_000000000071,0.390658,194.353300,261.297984,205.033702
1,66,11dd74426e8374ac110c4036c77c09ab_000000000072,0.390658,193.819153,261.586829,205.902381
1,67,11dd74426e8374ac110c4036c77c09ab_000000000073,0.383342,197.575312,258.298457,201.128338
1,68,11dd74426e8374ac110c4036c77c09ab_000000000074,0.383342,201.322557,258.192772,201.508732
1,69,11dd74426e8374ac110c4036c77c09ab_000000000075,0.383342,199.706098,259.472675,201.656158
1,70,11dd74426e8374ac110c4036c77c09ab_000000000076,0.390658,217.932087,264.783766,204.017524
1,71,11dd74426e8374ac110c4036c77c09ab_000000000077,0.390658,219.992369,264.700360,204.799555
1,72,11dd74426e8374ac110c4036c77c09ab_000000000078,0.390658,226.707364,267.656522,205.459744
1,73,11dd74426e8374ac110c4036c77c09ab_000000000079,0.390658,226.936284,269.463075,205.468733
1,74,11dd74426e8374ac110c4036c77c09ab_000000000080,0.383342,213.299045,262.686389,201.931404
1,75,11dd74426e8374ac110c4036c77c09ab_000000000081,0.383342,219.030125,262.634096,200.986153
1,76,11dd74426e8374ac110c4036c77c09ab_000000000082,0.383342,218.662748,262.769567,200.774126
1,77,11dd74426e8374ac110c4036c77c09ab_000000000083,0.383342,220.720059,261.438166,201.348273
1,78,11dd74426e8374ac110c4036c77c09ab_000000000084,0.383342,222.630419,262.971579,201.298273
1,79,11dd74426e8374ac110c4036c77c09ab_000000000085,0.383342,208.155768,264.433654,200.353466
1,80,11dd74426e8374ac110c4036c77c09ab_000000000086,0.383342,207.714916,265.534076,201.276560
1,81,11dd74426e8374ac110c4036c77c09ab_000000000087,0.383342,192.578986,265.290955,201.299326
1,82,11dd74426e8374ac110c4036c77c09ab_000000000088,0.383342,194.268920,265.093014,201.282924
1,83,11dd74426e8374ac110c4036c77c09ab_000000000089,0.383342,193.460691,264.862948,201.803631
1,84,11dd74426e8374ac110c4036c77c09ab_000000000090,0.383342,195.664952,266.207615,201.682597
1,85,11dd74426e8374ac110c4036c77c09ab_000000000091,0.383342,195.811903,266.813816,201.249864
1,86,11dd74426e8374ac110c4036c77c09ab_000000000092,0.376288,189.168142,261.609076,197.937386
1,87,11dd74426e8374ac110c4036c77c09ab_000000000093,0.376288,186.336283,261.218916,198.809734
1,88,11dd74426e8374ac110c4036c77c09ab_000000000094,0.383342,193.240265,267.423620,202.218887
1,89,11dd74426e8374ac110c4036c77c09ab_000000000095,0.383342,193.019838,267.363395,202.174081
1,90,11dd74426e8374ac110c4036c77c09ab_000000000096,0.383342,175.385746,267.484640,204.139058
1,91,11dd74426e8374ac110c4036c77c09ab_000000000097,0.383342,179.573843,267.634547,202.866337
1,92,11dd74426e8374ac110c4036c77c09ab_000000000098,0.383342,178.986040,267.872100,202.667647
1,93,11dd74426e8374ac110c4036c77c09ab_000000000099,0.383342,172.961058,268.118731,203.065004
1,94,11dd74426e8374ac110c4036c77c09ab_000000000100,0.383342,175.018369,269.237497,203.861331
1,95,11dd74426e8374ac110c4036c77c09ab_000000000101,0.376288,180.672566,265.558749,198.527518
1,96,11dd74426e8374ac110c4036c77c09ab_000000000102,0.376288,182.300885,265.170610,198.596763
1,97,11dd74426e8374ac110c4036c77c09ab_000000000103,0.390658,200.076307,274.430443,205.364344
1,98,11dd74426e8374ac110c4036c77c09ab_000000000104,0.390658,199.847386,275.679289,206.565288
1,99,11dd74426e8374ac110c4036c77c09ab_000000000105,0.383342,193.534166,270.390072,202.195934
1,100,11dd74426e8374ac110c4036c77c09ab_000000000106,0.390658,214.956124,273.242589,204.027801
1,101,11dd74426e8374ac110c4036c77c09ab_000000000107,0.390658,214.116749,272.485261,204.603129
1,102,11dd74426e8374ac110c4036c77c09ab_000000000108,0.390658,202.747043,276.212628,204.171913
1,103,11dd74426e8374ac110c4036c77c09ab_000000000109,0.390658,198.550172,277.468270,204.770704
1,104,11dd74426e8374ac110c4036c77c09ab_000000000110,0.383342,181.484203,271.059071,200.889054
1,105,11dd74426e8374ac110c4036c77c09ab_000000000111,0.390658,206.333461,277.331668,204.712406
1,106,11dd74426e8374ac110c4036c77c09ab_000000000112,0.390658,206.180847,275.867989,204.688204
1,107,11dd74426e8374ac110c4036c77c09ab_000000000113,0.383342,201.910360,271.691267,201.641745
1,108,11dd74426e8374ac110c4036c77c09ab_000000000114,0.383342,210.213079,271.413119,201.843524
1,109,11dd74426e8374ac110c4036c77c09ab_000000000115,0.376288,193.628319,266.528890,197.364938
1,110,11dd74426e8374ac110c4036c77c09ab_000000000116,0.376288,194.194690,267.285050,198.599887
1,111,11dd74426e8374ac110c4036c77c09ab_000000000117,0.383342,204.849375,272.014454,201.110954
1,112,11dd74426e8374ac110c4036c77c09ab_000000000118,0.383342,206.612785,271.878001,202.412944
1,113,11dd74426e8374ac110c4036c77c09ab_000000000119,0.383342,214.915503,273.014174,202.572350
1,114,11dd74426e8374ac110c4036c77c09ab_000000000120,0.383342,237.692873,271.941103,201.861423
1,115,11dd74426e8374ac110c4036c77c09ab_000000000121,0.383342,223.218222,268.684033,198.601966
1,116,11dd74426e8374ac110c4036c77c09ab_000000000122,0.383342,213.372520,267.462717,200.182712
1,117,11dd74426e8374ac110c4036c77c09ab_000000000123,0.383342,213.152094,267.953452,199.547662
1,118,11dd74426e8374ac110c4036c77c09ab_000000000124,0.376288,194.761062,260.301598,194.661215
1,119,11dd74426e8374ac110c4036c77c09ab_000000000125,0.376288,195.469027,260.635214,194.369445
1,120,11dd74426e8374ac110c4036c77c09ab_000000000126,0.376288,199.433628,259.621436,192.355369
1,121,11dd74426e8374ac110c4036c77c09ab_000000000127,0.383342,218.148420,264.857543,195.844804
1,122,11dd74426e8374ac110c4036c77c09ab_000000000128,0.383342,216.678913,264.583607,195.992733
1,123,11dd74426e8374ac110c4036c77c09ab_000000000129,0.383342,235.782513,264.183888,197.114248
1,124,11dd74426e8374ac110c4036c77c09ab_000000000130,0.383342,234.239530,262.681102,197.497262
1,125,11dd74426e8374ac110c4036c77c09ab_000000000131,0.383342,238.868479,266.213979,197.500023
1,126,11dd74426e8374ac110c4036c77c09ab_000000000132,0.383342,238.427627,266.157053,197.074379
1,127,11dd74426e8374ac110c4036c77c09ab_000000000133,0.383342,218.148420,267.760518,197.148010
1,128,11dd74426e8374ac110c4036c77c09ab_000000000134,0.383342,236.884644,267.446737,194.908525
1,129,11dd74426e8374ac110c4036c77c09ab_000000000135,0.383342,250.918442,269.360239,194.704500
1,130,11dd74426e8374ac110c4036c77c09ab_000000000136,0.383342,264.952241,266.266412,196.701894
1,131,11dd74426e8374ac110c4036c77c09ab_000000000137,0.383342,264.952241,266.653497,195.192989
1,132,11dd74426e8374ac110c4036c77c09ab_000000000138,0.376288,264.920354,261.005991,192.380679
1,133,11dd74426e8374ac110c4036c77c09ab_000000000139,0.376288,263.787611,262.375089,192.119661
1,134,11dd74426e8374ac110c4036c77c09ab_000000000140,0.383342,278.104335,266.774813,195.716130
1,135,11dd74426e8374ac110c4036c77c09ab_000000000141,0.383342,288.905217,267.314050,194.774435
1,136,11dd74426e8374ac110c4036c77c09ab_000000000142,0.383342,289.052168,267.620274,194.976494
1,137,11dd74426e8374ac110c4036c77c09ab_000000000143,0.390658,297.214804,272.931952,196.214645
1,138,11dd74426e8374ac110c4036c77c09ab_000000000144,0.390658,297.443724,271.693668,196.141587
1,139,11dd74426e8374ac110c4036c77c09ab_000000000145,0.390658,308.966043,271.677812,199.137306
1,140,11dd74426e8374ac110c4036c77c09ab_000000000146,0.390658,310.492179,271.946461,197.705709
1,141,11dd74426e8374ac110c4036c77c09ab_000000000147,0.390658,321.709271,269.722735,197.260353
1,142,11dd74426e8374ac110c4036c77c09ab_000000000148,0.390658,320.793590,269.347790,197.434318
1,143,11dd74426e8374ac110c4036c77c09ab_000000000149,0.383342,300.661278,266.148817,194.803951
1,144,11dd74426e8374ac110c4036c77c09ab_000000000150,0.390658,326.898130,272.063630,195.985005
1,145,11dd74426e8374ac110c4036c77c09ab_000000000151,0.390658,327.279664,270.709561,195.654267
1,146,11dd74426e8374ac110c4036c77c09ab_000000000152,0.390658,299.656620,271.918945,196.573114
1,147,11dd74426e8374ac110c4036c77c09ab_000000000153,0.390658,298.740939,272.732688,196.180214
1,148,11dd74426e8374ac110c4036c77c09ab_000000000154,0.390658,291.186570,273.087461,194.767955
1,149,11dd74426e8374ac110c4036c77c09ab_000000000155,0.390658,292.331171,272.020544,193.760361
1,150,11dd74426e8374ac110c4036c77c09ab_000000000156,0.390658,301.335368,272.635453,192.121847
1,151,11dd74426e8374ac110c4036c77c09ab_000000000157,0.390658,281.342999,274.272716,192.719958
1,152,11dd74426e8374ac110c4036c77c09ab_000000000158,0.388955,282.072617,274.422795,191.023444
1,153,11dd74426e8374ac110c4036c77c09ab_000000000159,0.390658,282.258680,274.204355,194.754447
1,154,11dd74426e8374ac110c4036c77c09ab_000000000160,0.383342,274.504041,267.955558,189.566813
1,155,11dd74426e8374ac110c4036c77c09ab_000000000161,0.383342,276.340926,270.655678,188.337764
1,156,11dd74426e8374ac110c4036c77c09ab_000000000162,0.383342,274.797943,269.635485,188.010494
1,157,11dd74426e8374ac110c4036c77c09ab_000000000163,0.376288,290.831858,263.642719,184.049236
1,158,11dd74426e8374ac110c4036c77c09ab_000000000164,0.383342,310.653931,268.849733,187.057779
1,159,11dd74426e8374ac110c4036c77c09ab_000000000165,0.383342,312.858193,268.171164,187.054515
1,160,11dd74426e8374ac110c4036c77c09ab_000000000166,0.383342,314.401176,270.019341,186.258292
1,161,11dd74426e8374ac110c4036c77c09ab_000000000167,0.383342,314.915503,267.159277,186.408995
1,162,11dd74426e8374ac110c4036c77c09ab_000000000168,0.390658,261.884777,274.631923,189.935424
1,163,11dd74426e8374ac110c4036c77c09ab_000000000169,0.398252,274.781919,281.356102,193.903017
2,0,11dd74426e8374ac110c4036c77c09ab_000000000000,0.398252,186.915147,254.697022,156.286064
2,1,11dd74426e8374ac110c4036c77c09ab_000000000001,0.398252,188.144330,253.385301,154.210278
2,2,11dd74426e8374ac110c4036c77c09ab_000000000002,0.398252,184.179223,254.113087,155.327152
2,3,11dd74426e8374ac110c4036c77c09ab_000000000003,0.398252,183.703410,254.875827,155.308204
2,4,11dd74426e8374ac110c4036c77c09ab_000000000004,0.390658,183.021747,248.440970,152.561201
2,5,11dd74426e8374ac110c4036c77c09ab_000000000005,0.390658,183.517741,247.479777,152.301374
2,6,11dd74426e8374ac110c4036c77c09ab_000000000006,0.392232,186.307692,250.979887,153.028951
2,7,11dd74426e8374ac110c4036c77c09ab_000000000007,0.390658,189.965662,248.853779,151.920552
2,8,11dd74426e8374ac110c4036c77c09ab_000000000008,0.390658,190.385349,249.460987,152.535914
2,9,11dd74426e8374ac110c4036c77c09ab_000000000009,0.398252,202.537669,255.381663,156.727072
2,10,11dd74426e8374ac110c4036c77c09ab_000000000010,0.398252,201.942902,254.896342,157.041306
2,11,11dd74426e8374ac110c4036c77c09ab_000000000011,0.398252,202.379064,255.905340,155.900805
2,12,11dd74426e8374ac110c4036c77c09ab_000000000012,0.398252,203.251388,254.965472,155.191626
2,13,11dd74426e8374ac110c4036c77c09ab_000000000013,0.390658,201.640595,252.487845,152.628536
2,14,11dd74426e8374ac110c4036c77c09ab_000000000014,0.390658,200.000000,251.733211,152.374467
2,15,11dd74426e8374ac110c4036c77c09ab_000000000015,0.390658,202.708890,252.951847,153.475410
2,16,11dd74426e8374ac110c4036c77c09ab_000000000016,0.390658,209.347577,250.738064,150.928957
2,17,11dd74426e8374ac110c4036c77c09ab_000000000017,0.383342,201.506245,246.437002,148.737413
2,18,11dd74426e8374ac110c4036c77c09ab_000000000018,0.383342,203.563556,245.976285,148.883775
2,19,11dd74426e8374ac110c4036c77c09ab_000000000019,0.383342,203.049229,246.271606,148.454656
2,20,11dd74426e8374ac110c4036c77c09ab_000000000020,0.390658,220.068676,251.940462,151.101301
2,21,11dd74426e8374ac110c4036c77c09ab_000000000021,0.390658,219.038535,251.335734,151.440277
2,22,11dd74426e8374ac110c4036c77c09ab_000000000022,0.390658,233.842045,253.855100,152.822553
2,23,11dd74426e8374ac110c4036c77c09ab_000000000023,0.390658,233.994659,252.574542,151.047628
2,24,11dd74426e8374ac110c4036c77c09ab_000000000024,0.390658,234.528806,253.193719,152.251111
2,25,11dd74426e8374ac110c4036c77c09ab_000000000025,0.390658,224.303701,254.425826,153.040283
2,26,11dd74426e8374ac110c4036c77c09ab_000000000026,0.390658,226.478443,252.574041,151.256643
2,27,11dd74426e8374ac110c4036c77c09ab_000000000027,0.390658,225.486456,255.332132,153.423704
2,28,11dd74426e8374ac110c4036c77c09ab_000000000028,0.390658,228.805799,255.592411,153.749650
2,29,11dd74426e8374ac110c4036c77c09ab_000000000029,0.390658,219.839756,257.232630,153.339595
2,30,11dd74426e8374ac110c4036c77c09ab_000000000030,0.390658,220.869897,256.945073,154.387438
2,31,11dd74426e8374ac110c4036c77c09ab_000000000031,0.390658,219.534529,259.057520,153.912444
2,32,11dd74426e8374ac110c4036c77c09ab_000000000032,0.390658,223.884014,257.923124,153.653249
2,33,11dd74426e8374ac110c4036c77c09ab_000000000033,0.390658,220.793590,258.602150,153.916140
2,34,11dd74426e8374ac110c4036c77c09ab_000000000034,0.383342,219.875092,255.404046,149.752400
2,35,11dd74426e8374ac110c4036c77c09ab_000000000035,0.383342,212.527553,253.965977,151.251360
2,36,11dd74426e8374ac110c4036c77c09ab_000000000036,0.383342,215.356356,253.187174,150.572733
2,37,11dd74426e8374ac110c4036c77c09ab_000000000037,0.383342,226.340926,250.988996,149.430476
2,38,11dd74426e8374ac110c4036c77c09ab_000000000038,0.383342,219.581190,252.748006,150.599114
2,39,11dd74426e8374ac110c4036c77c09ab_000000000039,0.383342,215.723733,253.149878,150.114497
2,40,11dd74426e8374ac110c4036c77c09ab_000000000040,0.383342,216.789126,252.577837,150.847032
2,41,11dd74426e8374ac110c4036c77c09ab_000000000041,0.390658,226.020603,258.922373,155.019121
2,42,11dd74426e8374ac110c4036c77c09ab_000000000042,0.390658,225.104922,258.941233,154.090725
2,43,11dd74426e8374ac110c4036c77c09ab_000000000043,0.390658,213.124762,260.975687,154.178696
2,44,11dd74426e8374ac110c4036c77c09ab_000000000044,0.390658,218.084700,258.330211,155.877035
2,45,11dd74426e8374ac110c4036c77c09ab_000000000045,0.390658,219.534529,257.507598,153.483815
2,46,11dd74426e8374ac110c4036c77c09ab_000000000046,0.390658,220.526517,258.974639,153.637822
2,47,11dd74426e8374ac110c4036c77c09ab_000000000047,0.390658,221.480351,260.838084,154.030471
2,48,11dd74426e8374ac110c4036c77c09ab_000000000048,0.390658,217.665013,260.155720,155.036241
2,49,11dd74426e8374ac110c4036c77c09ab_000000000049,0.383342,211.425422,255.642184,151.432830
2,50,11dd74426e8374ac110c4036c77c09ab_000000000050,0.392232,221.153846,263.448847,155.583105
2,51,11dd74426e8374ac110c4036c77c09ab_000000000051,0.392232,221.500000,263.946535,155.329222
2,52,11dd74426e8374ac110c4036c77c09ab_000000000052,0.390658,224.608928,262.990302,155.288199
2,53,11dd74426e8374ac110c4036c77c09ab_000000000059,0.390658,214.803510,261.444290,155.990556
2,54,11dd74426e8374ac110c4036c77c09ab_000000000060,0.390658,219.267455,260.877283,154.378651
2,55,11dd74426e8374ac110c4036c77c09ab_000000000061,0.390658,214.193056,260.423916,154.896790
2,56,11dd74426e8374ac110c4036c77c09ab_000000000062,0.390658,217.970240,262.916124,155.465335
2,57,11dd74426e8374ac110c4036c77c09ab_000000000063,0.390658,219.305609,260.885676,154.715338
2,58,11dd74426e8374ac110c4036c77c09ab_000000000064,0.390658,209.614651,260.044536,154.137745
2,59,11dd74426e8374ac110c4036c77c09ab_000000000065,0.390658,209.385731,260.787344,153.486462
2,60,11dd74426e8374ac110c4036c77c09ab_000000000066,0.390658,203.014117,260.522010,154.347308
2,61,11dd74426e8374ac110c4036c77c09ab_000000000067,0.390658,206.791301,261.768209,155.415692
2,62,11dd74426e8374ac110c4036c77c09ab_000000000068,0.390658,206.486074,261.974101,155.551566
2,63,11dd74426e8374ac110c4036c77c09ab_000000000069,0.390658,206.714994,263.599537,155.622239
2,64,11dd74426e8374ac110c4036c77c09ab_000000000070,0.390658,205.303319,263.136942,155.641350
2,65,11dd74426e8374ac110c4036c77c09ab_000000000071,0.390658,209.843571,262.457249,155.722801
2,66,11dd74426e8374ac110c4036c77c09ab_000000000072,0.390658,209.538344,261.883971,156.639204
2,67,11dd74426e8374ac110c4036c77c09ab_000000000073,0.383342,199.595885,259.299722,151.211784
2,68,11dd74426e8374ac110c4036c77c09ab_000000000074,0.383342,200.881705,255.844921,151.945021
2,69,11dd74426e8374ac110c4036c77c09ab_000000000075,0.383342,199.779574,257.832476,153.002135
2,70,11dd74426e8374ac110c4036c77c09ab_000000000076,0.390658,222.968333,266.518573,157.004718
2,71,11dd74426e8374ac110c4036c77c09ab_000000000077,0.390658,225.104922,265.744435,156.368111
2,72,11dd74426e8374ac110c4036c77c09ab_000000000078,0.390658,228.309805,267.558905,154.462677
2,73,11dd74426e8374ac110c4036c77c09ab_000000000079,0.390658,231.743609,268.935435,154.993465
2,74,11dd74426e8374ac110c4036c77c09ab_000000000080,0.383342,217.340191,264.207402,152.873988
2,75,11dd74426e8374ac110c4036c77c09ab_000000000081,0.383342,213.482733,263.118514,152.174279
2,76,11dd74426e8374ac110c4036c77c09ab_000000000082,0.383342,215.319618,263.133886,152.251525
2,77,11dd74426e8374ac110c4036c77c09ab_000000000083,0.383342,215.797208,263.202207,152.953480
2,78,11dd74426e8374ac110c4036c77c09ab_000000000084,0.383342,215.503306,264.213602,153.178960
2,79,11dd74426e8374ac110c4036c77c09ab_000000000085,0.383342,193.644379,265.781386,152.150753
2,80,11dd74426e8374ac110c4036c77c09ab_000000000086,0.383342,194.452608,265.695027,152.699514
2,81,11dd74426e8374ac110c4036c77c09ab_000000000087,0.383342,181.116826,268.443556,152.662371
2,82,11dd74426e8374ac110c4036c77c09ab_000000000088,0.383342,182.329170,268.389742,153.246110
2,83,11dd74426e8374ac110c4036c77c09ab_000000000089,0.383342,184.570169,266.931036,152.475426
2,84,11dd74426e8374ac110c4036c77c09ab_000000000090,0.383342,177.773696,267.511196,153.075579
2,85,11dd74426e8374ac110c4036c77c09ab_000000000091,0.383342,173.916238,268.181038,152.821063
2,86,11dd74426e8374ac110c4036c77c09ab_000000000092,0.376288,164.247788,263.386869,149.545588
2,87,11dd74426e8374ac110c4036c77c09ab_000000000093,0.376288,164.707965,263.906172,150.588339
2,88,11dd74426e8374ac110c4036c77c09ab_000000000094,0.383342,172.556943,269.434385,152.570840
2,89,11dd74426e8374ac110c4036c77c09ab_000000000095,0.383342,173.842763,268.804436,152.726245
2,90,11dd74426e8374ac110c4036c77c09ab_000000000096,0.383342,170.646583,269.832069,153.388424
2,91,11dd74426e8374ac110c4036c77c09ab_000000000097,0.383342,182.696547,270.591382,154.418409
2,92,11dd74426e8374ac110c4036c77c09ab_000000000098,0.383342,183.614989,270.770840,154.189876
2,93,11dd74426e8374ac110c4036c77c09ab_000000000099,0.383342,183.027186,271.623976,154.191151
2,94,11dd74426e8374ac110c4036c77c09ab_000000000100,0.383342,181.080088,271.281018,152.592892
2,95,11dd74426e8374ac110c4036c77c09ab_000000000101,0.376288,175.787611,265.918892,149.276750
2,96,11dd74426e8374ac110c4036c77c09ab_000000000102,0.376288,175.539823,266.499424,150.017246
2,97,11dd74426e8374ac110c4036c77c09ab_000000000103,0.390658,189.355208,275.878599,155.153839
2,98,11dd74426e8374ac110c4036c77c09ab_000000000104,0.390658,195.726822,277.862265,156.403281
2,99,11dd74426e8374ac110c4036c77c09ab_000000000105,0.383342,190.154298,272.721029,152.313680
2,100,11dd74426e8374ac110c4036c77c09ab_000000000106,0.390658,201.030141,274.993062,155.331070
2,101,11dd74426e8374ac110c4036c77c09ab_000000000107,0.390658,200.305227,276.521144,156.329246
2,102,11dd74426e8374ac110c4036c77c09ab_000000000108,0.390658,201.220908,278.325862,156.337543
2,103,11dd74426e8374ac110c4036c77c09ab_000000000109,0.390658,201.793209,279.402531,156.424979
2,104,11dd74426e8374ac110c4036c77c09ab_000000000110,0.383342,195.113887,274.026436,154.998405
2,105,11dd74426e8374ac110c4036c77c09ab_000000000111,0.390658,201.640595,279.843690,157.827892
2,106,11dd74426e8374ac110c4036c77c09ab_000000000112,0.390658,202.365509,278.743630,157.931350
2,107,11dd74426e8374ac110c4036c77c09ab_000000000113,0.383342,189.346069,274.521219,155.550570
2,108,11dd74426e8374ac110c4036c77c09ab_000000000114,0.383342,187.435709,274.842206,155.597259
2,109,11dd74426e8374ac110c4036c77c09ab_000000000115,0.376288,176.991150,269.467173,152.869874
2,110,11dd74426e8374ac110c4036c77c09ab_000000000116,0.376288,179.823009,270.217407,152.955713
2,111,11dd74426e8374ac110c4036c77c09ab_000000000117,0.383342,175.459221,277.704634,156.437574
2,112,11dd74426e8374ac110c4036c77c09ab_000000000118,0.383342,176.928729,276.462236,156.032777
