instance_id,frame_id,frame_name,speed_nm_per_s
1,1,11dd74426e8374ac110c4036c77c09ab_000000000001,39.079527
1,2,11dd74426e8374ac110c4036c77c09ab_000000000002,40.911331
1,3,11dd74426e8374ac110c4036c77c09ab_000000000003,26.309305
1,4,11dd74426e8374ac110c4036c77c09ab_000000000004,224.433489
1,5,11dd74426e8374ac110c4036c77c09ab_000000000005,15.915851
1,6,11dd74426e8374ac110c4036c77c09ab_000000000006,60.598415
1,7,11dd74426e8374ac110c4036c77c09ab_000000000007,105.058960
1,8,11dd74426e8374ac110c4036c77c09ab_000000000008,67.089334
1,9,11dd74426e8374ac110c4036c77c09ab_000000000009,230.141833
1,10,11dd74426e8374ac110c4036c77c09ab_000000000010,22.493539
1,11,11dd74426e8374ac110c4036c77c09ab_000000000011,66.935685
1,12,11dd74426e8374ac110c4036c77c09ab_000000000012,75.632732
1,13,11dd74426e8374ac110c4036c77c09ab_000000000013,211.358673
1,14,11dd74426e8374ac110c4036c77c09ab_000000000014,46.124960
1,15,11dd74426e8374ac110c4036c77c09ab_000000000015,19.934116
1,16,11dd74426e8374ac110c4036c77c09ab_000000000016,52.993425
1,17,11dd74426e8374ac110c4036c77c09ab_000000000017,190.723267
1,18,11dd74426e8374ac110c4036c77c09ab_000000000018,9.848077
1,19,11dd74426e8374ac110c4036c77c09ab_000000000019,41.251625
1,20,11dd74426e8374ac110c4036c77c09ab_000000000020,234.576981
1,21,11dd74426e8374ac110c4036c77c09ab_000000000021,5.283344
1,22,11dd74426e8374ac110c4036c77c09ab_000000000022,57.032028
1,23,11dd74426e8374ac110c4036c77c09ab_000000000023,18.958081
1,24,11dd74426e8374ac110c4036c77c09ab_000000000024,10.472059
1,25,11dd74426e8374ac110c4036c77c09ab_000000000025,47.526380
1,26,11dd74426e8374ac110c4036c77c09ab_000000000026,7.537673
1,27,11dd74426e8374ac110c4036c77c09ab_000000000027,62.720166
1,28,11dd74426e8374ac110c4036c77c09ab_000000000028,22.266032
1,29,11dd74426e8374ac110c4036c77c09ab_000000000029,9.788992
1,30,11dd74426e8374ac110c4036c77c09ab_000000000030,56.910405
1,31,11dd74426e8374ac110c4036c77c09ab_000000000031,104.688310
1,32,11dd74426e8374ac110c4036c77c09ab_000000000032,63.724928
1,33,11dd74426e8374ac110c4036c77c09ab_000000000033,36.780003
1,34,11dd74426e8374ac110c4036c77c09ab_000000000034,149.516235
1,35,11dd74426e8374ac110c4036c77c09ab_000000000035,32.076189
1,36,11dd74426e8374ac110c4036c77c09ab_000000000036,45.308616
1,37,11dd74426e8374ac110c4036c77c09ab_000000000037,50.581194
1,38,11dd74426e8374ac110c4036c77c09ab_000000000038,17.810235
1,39,11dd74426e8374ac110c4036c77c09ab_000000000039,20.692688
1,40,11dd74426e8374ac110c4036c77c09ab_000000000040,20.473202
1,41,11dd74426e8374ac110c4036c77c09ab_000000000041,162.545532
1,42,11dd74426e8374ac110c4036c77c09ab_000000000042,54.379117
2,1,11dd74426e8374ac110c4036c77c09ab_000000000001,74.358592
2,2,11dd74426e8374ac110c4036c77c09ab_000000000002,31.192295
2,3,11dd74426e8374ac110c4036c77c09ab_000000000003,26.364475
2,4,11dd74426e8374ac110c4036c77c09ab_000000000004,230.579005
2,5,11dd74426e8374ac110c4036c77c09ab_000000000005,46.029154
2,6,11dd74426e8374ac110c4036c77c09ab_000000000006,124.201005
2,7,11dd74426e8374ac110c4036c77c09ab_000000000007,81.480186
2,8,11dd74426e8374ac110c4036c77c09ab_000000000008,19.050274
2,9,11dd74426e8374ac110c4036c77c09ab_000000000009,250.834482
2,10,11dd74426e8374ac110c4036c77c09ab_000000000010,38.690875
2,11,11dd74426e8374ac110c4036c77c09ab_000000000011,82.359705
2,12,11dd74426e8374ac110c4036c77c09ab_000000000012,72.964243
2,13,11dd74426e8374ac110c4036c77c09ab_000000000013,259.451934
2,14,11dd74426e8374ac110c4036c77c09ab_000000000014,180.879197
2,15,11dd74426e8374ac110c4036c77c09ab_000000000015,111.931942
2,16,11dd74426e8374ac110c4036c77c09ab_000000000016,8.881120
2,17,11dd74426e8374ac110c4036c77c09ab_000000000017,193.073659
2,18,11dd74426e8374ac110c4036c77c09ab_000000000018,19.648616
2,19,11dd74426e8374ac110c4036c77c09ab_000000000019,25.312018
2,20,11dd74426e8374ac110c4036c77c09ab_000000000020,200.594222
2,21,11dd74426e8374ac110c4036c77c09ab_000000000021,41.218627
2,22,11dd74426e8374ac110c4036c77c09ab_000000000022,63.283718
2,23,11dd74426e8374ac110c4036c77c09ab_000000000023,20.541509
2,24,11dd74426e8374ac110c4036c77c09ab_000000000024,42.182064
2,25,11dd74426e8374ac110c4036c77c09ab_000000000025,42.309081
2,26,11dd74426e8374ac110c4036c77c09ab_000000000026,25.921970
2,27,11dd74426e8374ac110c4036c77c09ab_000000000027,44.894947
2,28,11dd74426e8374ac110c4036c77c09ab_000000000028,55.358644
2,29,11dd74426e8374ac110c4036c77c09ab_000000000029,31.273842
2,30,11dd74426e8374ac110c4036c77c09ab_000000000030,68.833244
2,31,11dd74426e8374ac110c4036c77c09ab_000000000031,128.887164
2,32,11dd74426e8374ac110c4036c77c09ab_000000000032,144.894913
2,33,11dd74426e8374ac110c4036c77c09ab_000000000033,23.945180
2,34,11dd74426e8374ac110c4036c77c09ab_000000000034,114.588848
2,35,11dd74426e8374ac110c4036c77c09ab_000000000035,99.612070
2,36,11dd74426e8374ac110c4036c77c09ab_000000000036,54.083210
2,37,11dd74426e8374ac110c4036c77c09ab_000000000037,80.572596
2,38,11dd74426e8374ac110c4036c77c09ab_000000000038,64.302026
2,39,11dd74426e8374ac110c4036c77c09ab_000000000039,12.854378
2,40,11dd74426e8374ac110c4036c77c09ab_000000000040,9.023823
2,41,11dd74426e8374ac110c4036c77c09ab_000000000041,158.029846
2,42,11dd74426e8374ac110c4036c77c09ab_000000000042,34.049627
3,1,11dd74426e8374ac110c4036c77c09ab_000000000001,121.164978
3,2,11dd74426e8374ac110c4036c77c09ab_000000000002,132.428743
3,3,11dd74426e8374ac110c4036c77c09ab_000000000003,30.841819
3,4,11dd74426e8374ac110c4036c77c09ab_000000000004,149.324434
3,5,11dd74426e8374ac110c4036c77c09ab_000000000005,30.110371
3,6,11dd74426e8374ac110c4036c77c09ab_000000000006,144.132870
3,7,11dd74426e8374ac110c4036c77c09ab_000000000007,89.677472
3,8,11dd74426e8374ac110c4036c77c09ab_000000000008,75.994326
3,9,11dd74426e8374ac110c4036c77c09ab_000000000009,184.398687
3,10,11dd74426e8374ac110c4036c77c09ab_000000000010,61.006947
3,11,11dd74426e8374ac110c4036c77c09ab_000000000011,45.674550
3,12,11dd74426e8374ac110c4036c77c09ab_000000000012,38.744784
3,13,11dd74426e8374ac110c4036c77c09ab_000000000013,161.511509
3,14,11dd74426e8374ac110c4036c77c09ab_000000000014,119.727325
3,15,11dd74426e8374ac110c4036c77c09ab_000000000015,150.124784
3,16,11dd74426e8374ac110c4036c77c09ab_000000000016,16.244499
3,17,11dd74426e8374ac110c4036c77c09ab_000000000017,178.784293
3,18,11dd74426e8374ac110c4036c77c09ab_000000000018,3.698692
3,19,11dd74426e8374ac110c4036c77c09ab_000000000019,78.596823
3,20,11dd74426e8374ac110c4036c77c09ab_000000000020,229.743976
3,21,11dd74426e8374ac110c4036c77c09ab_000000000021,41.238121
3,22,11dd74426e8374ac110c4036c77c09ab_000000000022,57.747268
3,23,11dd74426e8374ac110c4036c77c09ab_000000000023,90.950656
3,24,11dd74426e8374ac110c4036c77c09ab_000000000024,34.568840
3,25,11dd74426e8374ac110c4036c77c09ab_000000000025,54.554860
3,26,11dd74426e8374ac110c4036c77c09ab_000000000026,92.064746
3,27,11dd74426e8374ac110c4036c77c09ab_000000000027,113.127397
3,28,11dd74426e8374ac110c4036c77c09ab_000000000028,103.027006
3,29,11dd74426e8374ac110c4036c77c09ab_000000000029,38.723519
3,30,11dd74426e8374ac110c4036c77c09ab_000000000030,51.071653
3,31,11dd74426e8374ac110c4036c77c09ab_000000000031,59.867590
3,32,11dd74426e8374ac110c4036c77c09ab_000000000032,76.787332
3,33,11dd74426e8374ac110c4036c77c09ab_000000000033,35.911031
3,34,11dd74426e8374ac110c4036c77c09ab_000000000034,179.925902
3,35,11dd74426e8374ac110c4036c77c09ab_000000000035,75.337246
3,36,11dd74426e8374ac110c4036c77c09ab_000000000036,6.154893
3,37,11dd74426e8374ac110c4036c77c09ab_000000000037,68.055600
3,38,11dd74426e8374ac110c4036c77c09ab_000000000038,59.274080
3,39,11dd74426e8374ac110c4036c77c09ab_000000000039,19.411921
3,40,11dd74426e8374ac110c4036c77c09ab_000000000040,34.718801
3,41,11dd74426e8374ac110c4036c77c09ab_000000000041,200.705563
3,42,11dd74426e8374ac110c4036c77c09ab_000000000042,76.040723
4,1,11dd74426e8374ac110c4036c77c09ab_000000000001,121.638459
4,2,11dd74426e8374ac110c4036c77c09ab_000000000002,45.303177
4,3,11dd74426e8374ac110c4036c77c09ab_000000000003,162.469193
4,4,11dd74426e8374ac110c4036c77c09ab_000000000004,415.238527
4,5,11dd74426e8374ac110c4036c77c09ab_000000000005,93.951091
4,6,11dd74426e8374ac110c4036c77c09ab_000000000006,79.265958
4,7,11dd74426e8374ac110c4036c77c09ab_000000000007,123.300563
4,8,11dd74426e8374ac110c4036c77c09ab_000000000008,94.157188
4,9,11dd74426e8374ac110c4036c77c09ab_000000000009,145.357476
4,10,11dd74426e8374ac110c4036c77c09ab_000000000010,31.786451
4,11,11dd74426e8374ac110c4036c77c09ab_000000000011,88.553322
4,12,11dd74426e8374ac110c4036c77c09ab_000000000012,17.154120
4,13,11dd74426e8374ac110c4036c77c09ab_000000000013,132.589896
4,14,11dd74426e8374ac110c4036c77c09ab_000000000014,60.432225
4,15,11dd74426e8374ac110c4036c77c09ab_000000000015,106.783896
4,16,11dd74426e8374ac110c4036c77c09ab_000000000016,100.947656
4,17,11dd74426e8374ac110c4036c77c09ab_000000000017,186.662967
4,18,11dd74426e8374ac110c4036c77c09ab_000000000018,77.318421
4,19,11dd74426e8374ac110c4036c77c09ab_000000000019,68.495367
4,20,11dd74426e8374ac110c4036c77c09ab_000000000020,244.900465
4,21,11dd74426e8374ac110c4036c77c09ab_000000000021,78.164394
4,22,11dd74426e8374ac110c4036c77c09ab_000000000022,53.224641
4,23,11dd74426e8374ac110c4036c77c09ab_000000000023,107.292083
4,24,11dd74426e8374ac110c4036c77c09ab_000000000024,65.363050
4,25,11dd74426e8374ac110c4036c77c09ab_000000000025,84.230976
4,26,11dd74426e8374ac110c4036c77c09ab_000000000026,64.760292
4,27,11dd74426e8374ac110c4036c77c09ab_000000000027,27.420943
4,28,11dd74426e8374ac110c4036c77c09ab_000000000028,47.542378
4,29,11dd74426e8374ac110c4036c77c09ab_000000000029,56.667072
4,30,11dd74426e8374ac110c4036c77c09ab_000000000030,41.638878
4,31,11dd74426e8374ac110c4036c77c09ab_000000000031,21.807253
4,32,11dd74426e8374ac110c4036c77c09ab_000000000032,55.553975
4,33,11dd74426e8374ac110c4036c77c09ab_000000000033,36.705147
4,34,11dd74426e8374ac110c4036c77c09ab_000000000034,301.796800
4,35,11dd74426e8374ac110c4036c77c09ab_000000000035,87.347888
4,36,11dd74426e8374ac110c4036c77c09ab_000000000036,67.072359
4,37,11dd74426e8374ac110c4036c77c09ab_000000000037,134.249003
