frame_id,frame_name,contour_points_nm
0,11dd74426e8374ac110c4036c77c09ab_000000000000,"(271.882,217.569)","(274.312,218.298)","(278.123,219.433)","(282.663,220.894)","(286.311,222.272)","(289.875,223.081)","(292.472,224.542)","(294.415,225.271)","(297.657,226.163)","(299.927,226.649)","(302.118,227.621)","(304.710,228.027)","(305.196,226.649)","(305.359,221.786)","(305.196,218.218)","(303.659,214.897)","(300.819,212.463)","(298.306,210.599)","(295.877,209.138)","(293.523,208.246)","(288.904,207.760)","(284.849,207.437)","(282.177,208.409)","(278.203,210.193)","(275.204,212.463)","(273.909,214.407)","(272.774,215.785)","(271.719,217.652)","(271.719,217.652)"
0,11dd74426e8374ac110c4036c77c09ab_000000000000,"(327.084,237.266)","(329.274,238.242)","(333.245,239.377)","(336.244,240.835)","(339.406,241.970)","(342.568,243.105)","(346.375,244.240)","(350.023,245.375)","(355.376,247.159)","(358.618,248.131)","(361.453,248.859)","(361.616,246.589)","(360.967,242.213)","(359.510,236.780)","(357.562,233.618)","(353.835,229.568)","(350.266,227.135)","(347.674,226.163)","(344.105,226.079)","(340.541,226.486)","(337.215,228.107)","(337.056,228.190)","(335.678,228.839)","(333.568,230.054)","(331.867,231.269)","(329.760,233.132)","(328.299,234.837)","(326.841,237.107)","(326.841,237.107)"
0,11dd74426e8374ac110c4036c77c09ab_000000000000,"(281.281,143.215)","(290.847,146.035)","(311.692,153.024)","(322.480,157.317)","(323.583,159.277)","(322.604,163.570)","(320.397,166.636)","(315.614,170.806)","(311.934,173.502)","(308.259,174.972)","(302.372,175.342)","(296.610,175.709)","(291.337,173.992)","(285.084,170.312)","(281.528,163.570)","(279.812,157.684)","(279.043,153.032)","(278.983,148.600)","(279.457,144.342)","(279.457,142.271)","(279.457,142.271)"
0,11dd74426e8374ac110c4036c77c09ab_000000000000,"(346.097,164.657)","(348.964,165.653)","(360.736,169.090)","(371.282,172.152)","(381.457,175.095)","(384.157,176.322)","(381.951,181.471)","(379.008,187.111)","(373.859,190.424)","(367.972,191.770)","(365.272,192.264)","(360.736,191.894)","(356.324,191.651)","(350.071,188.584)","(345.483,181.742)","(342.520,173.893)","(340.808,166.975)","(340.218,162.642)","(343.321,163.825)"
1,11dd74426e8374ac110c4036c77c09ab_000000000001,"(272.488,214.436)","(272.887,216.427)","(274.081,217.622)","(276.073,217.622)","(277.268,218.020)","(278.861,219.215)","(280.055,219.613)","(283.241,220.012)","(286.427,220.808)","(287.622,221.206)","(288.817,222.401)","(289.613,222.799)","(291.605,222.799)","(293.994,223.596)","(295.985,224.791)","(299.570,225.587)","(301.959,225.985)","(302.756,225.985)","(303.552,225.587)","(304.349,224.791)","(305.145,222.799)","(305.145,219.215)","(304.747,217.224)","(304.349,216.029)","(302.756,213.640)","(301.163,211.648)","(299.171,209.657)","(297.977,209.259)","(296.782,208.064)","(295.189,207.268)","(290.808,206.073)","(283.640,206.073)","(280.454,207.268)","(278.064,208.462)","(277.268,209.259)","(276.073,209.657)","(275.675,210.055)","(275.675,210.454)","(274.878,211.648)","(273.285,213.241)"
1,11dd74426e8374ac110c4036c77c09ab_000000000001,"(328.642,232.756)","(328.244,233.950)","(328.244,235.942)","(328.642,236.738)","(329.837,237.933)","(332.624,239.526)","(337.802,241.119)","(340.191,241.119)","(341.386,241.517)","(344.174,243.110)","(346.962,243.509)","(348.953,244.305)","(350.944,245.500)","(353.334,246.296)","(355.723,246.695)","(356.918,246.695)","(360.502,245.898)","(360.502,243.907)","(360.104,242.712)","(360.104,238.730)","(359.307,236.340)","(357.714,234.349)","(357.316,233.154)","(356.520,231.959)","(354.130,229.968)","(353.334,229.171)","(353.334,228.773)","(352.139,227.578)","(350.148,227.180)","(348.555,225.985)","(347.360,225.587)","(344.572,225.985)","(342.581,225.587)","(341.386,225.985)","(340.590,226.782)","(339.793,227.180)","(336.607,227.180)","(335.810,227.578)","(334.217,229.171)","(332.624,229.171)","(331.430,229.968)","(329.837,231.959)","(329.040,232.756)"
1,11dd74426e8374ac110c4036c77c09ab_000000000001,"(278.462,146.335)","(278.064,150.318)","(278.861,151.911)","(278.861,152.707)","(278.462,154.300)","(278.861,155.893)","(279.657,157.486)","(279.657,160.274)","(281.250,162.265)","(282.843,166.248)","(286.029,169.434)","(289.215,171.425)","(291.605,172.620)","(293.994,173.416)","(295.985,173.416)","(297.977,174.213)","(301.561,174.213)","(304.349,173.815)","(310.721,172.221)","(312.314,171.425)","(316.694,168.637)","(317.889,167.044)","(319.084,166.248)","(319.482,166.248)","(319.880,165.849)","(319.880,165.451)","(320.677,164.655)","(321.075,163.858)","(321.872,161.469)","(322.270,159.477)","(322.270,158.681)","(321.872,157.486)","(321.075,156.291)","(319.084,155.495)","(317.889,154.300)","(314.703,154.300)","(313.907,153.902)","(311.915,151.911)","(311.119,151.512)","(308.331,151.512)","(307.535,150.716)","(304.747,149.919)","(302.756,149.919)","(301.561,148.725)","(301.163,147.132)","(295.587,147.132)","(294.392,147.928)","(292.401,147.132)","(292.401,145.539)","(290.808,144.742)","(289.215,144.344)","(287.224,144.344)","(286.029,143.547)","(284.436,143.149)","(280.852,143.149)","(280.055,143.547)"
1,11dd74426e8374ac110c4036c77c09ab_000000000001,"(340.988,164.256)","(340.988,165.053)","(340.590,165.849)","(340.988,168.637)","(341.386,169.832)","(342.183,171.027)","(342.581,172.620)","(342.979,175.806)","(343.776,177.797)","(347.360,183.771)","(348.953,184.966)","(351.342,187.753)","(353.732,189.346)","(360.104,190.939)","(365.281,190.939)","(369.662,190.143)","(373.644,188.550)","(377.627,185.762)","(380.016,182.974)","(380.415,182.178)","(381.211,179.788)","(381.211,176.602)","(380.415,174.213)","(379.618,173.416)","(377.627,173.018)","(376.830,172.221)","(374.441,172.221)","(372.051,170.628)","(370.857,170.230)","(368.865,170.230)","(366.078,168.637)","(363.688,167.841)","(360.502,167.841)","(358.909,167.044)","(356.121,167.044)","(354.927,165.451)","(352.139,164.655)","(349.351,164.655)","(346.962,163.460)","(344.970,163.062)","(341.784,163.460)"
2,11dd74426e8374ac110c4036c77c09ab_000000000002,"(271.194,214.504)","(271.592,215.699)","(273.583,217.690)","(275.973,217.690)","(277.167,218.089)","(278.760,219.283)","(279.955,219.283)","(281.150,220.080)","(282.743,220.478)","(283.938,220.478)","(285.531,220.876)","(287.124,221.673)","(288.717,223.266)","(290.310,223.266)","(291.504,223.664)","(292.699,224.461)","(293.894,224.859)","(296.283,225.257)","(300.266,225.655)","(302.257,226.452)","(303.850,224.859)","(304.647,222.868)","(304.647,217.690)","(304.248,216.496)","(303.452,215.301)","(300.664,212.115)","(298.673,210.522)","(297.080,209.725)","(295.487,208.132)","(289.911,206.539)","(283.938,206.539)","(279.955,207.336)","(276.371,208.929)","(274.380,210.920)","(273.981,212.115)","(273.185,212.911)"
2,11dd74426e8374ac110c4036c77c09ab_000000000002,"(326.949,234.019)","(326.551,236.010)","(328.144,237.603)","(332.524,239.993)","(334.914,240.391)","(337.303,241.586)","(338.498,241.984)","(340.888,241.984)","(342.082,243.179)","(342.082,243.577)","(342.879,244.373)","(349.251,246.365)","(352.835,247.161)","(356.818,247.161)","(359.605,246.763)","(360.402,245.966)","(360.402,243.975)","(359.605,242.780)","(359.207,241.586)","(359.207,240.789)","(359.605,238.400)","(358.809,236.408)","(357.216,234.815)","(357.216,232.824)","(356.818,231.231)","(356.419,230.434)","(355.225,229.240)","(353.632,228.045)","(351.640,226.850)","(350.844,226.850)","(350.047,226.054)","(349.251,225.655)","(348.056,225.257)","(346.065,224.859)","(343.277,224.859)","(342.082,225.257)","(338.896,226.850)","(336.507,226.850)","(334.914,227.248)","(334.117,228.045)","(332.126,228.443)","(329.737,229.638)","(329.338,231.629)","(328.542,232.824)"
