frame_id,frame_name,nm_per_pixel,cx_nm,cy_nm
40,11dd74426e8374ac110c4036c77c09ab_000000000040,0.383342,286.093694,152.011797
40,11dd74426e8374ac110c4036c77c09ab_000000000040,0.383342,345.644185,165.193574
41,11dd74426e8374ac110c4036c77c09ab_000000000041,0.390658,284.363389,212.477993
41,11dd74426e8374ac110c4036c77c09ab_000000000041,0.390658,333.692351,230.156092
41,11dd74426e8374ac110c4036c77c09ab_000000000041,0.390658,292.124470,154.908056
41,11dd74426e8374ac110c4036c77c09ab_000000000041,0.390658,354.963100,169.638387
42,11dd74426e8374ac110c4036c77c09ab_000000000042,0.390658,282.555238,212.350547
42,11dd74426e8374ac110c4036c77c09ab_000000000042,0.390658,334.717327,229.668628
42,11dd74426e8374ac110c4036c77c09ab_000000000042,0.390658,289.974135,153.566148
42,11dd74426e8374ac110c4036c77c09ab_000000000042,0.390658,350.182860,168.478610
43,11dd74426e8374ac110c4036c77c09ab_000000000043,0.390658,283.663357,213.620519
43,11dd74426e8374ac110c4036c77c09ab_000000000043,0.390658,335.150809,232.576363
43,11dd74426e8374ac110c4036c77c09ab_000000000043,0.390658,355.053755,175.402473
44,11dd74426e8374ac110c4036c77c09ab_000000000044,0.390658,284.972910,215.281864
44,11dd74426e8374ac110c4036c77c09ab_000000000044,0.390658,337.341440,233.979074
44,11dd74426e8374ac110c4036c77c09ab_000000000044,0.390658,354.898984,171.682259
45,11dd74426e8374ac110c4036c77c09ab_000000000045,0.390658,284.350966,214.844997
45,11dd74426e8374ac110c4036c77c09ab_000000000045,0.390658,335.724468,234.312768
45,11dd74426e8374ac110c4036c77c09ab_000000000045,0.390658,351.776011,171.377808
46,11dd74426e8374ac110c4036c77c09ab_000000000046,0.390658,281.920562,213.516584
46,11dd74426e8374ac110c4036c77c09ab_000000000046,0.390658,334.393123,233.064662
46,11dd74426e8374ac110c4036c77c09ab_000000000046,0.390658,350.273514,170.055917
47,11dd74426e8374ac110c4036c77c09ab_000000000047,0.390658,284.483801,214.238457
47,11dd74426e8374ac110c4036c77c09ab_000000000047,0.390658,338.431199,233.029325
47,11dd74426e8374ac110c4036c77c09ab_000000000047,0.390658,354.108155,171.359174
48,11dd74426e8374ac110c4036c77c09ab_000000000048,0.390658,284.062742,214.167497
48,11dd74426e8374ac110c4036c77c09ab_000000000048,0.390658,336.993701,233.754703
