frame_id,frame_name,nm_per_pixel,cx_nm,cy_nm,diameter_nm,height_nm
5,11dd74426e8374ac110c4036c77c09ab_000000000005,0.390658,283.473775,212.535027,32.860794,15.442094
5,11dd74426e8374ac110c4036c77c09ab_000000000005,0.390658,336.726053,231.296234,33.011440,17.651436
5,11dd74426e8374ac110c4036c77c09ab_000000000005,0.390658,291.600859,154.762811,47.224861,25.827429
5,11dd74426e8374ac110c4036c77c09ab_000000000005,0.390658,353.353259,172.206466,42.422016,24.269865
6,11dd74426e8374ac110c4036c77c09ab_000000000006,0.392232,284.887725,213.977570,32.027378,15.308466
6,11dd74426e8374ac110c4036c77c09ab_000000000006,0.392232,340.087882,233.712427,33.158684,18.404747
6,11dd74426e8374ac110c4036c77c09ab_000000000006,0.392232,296.381850,154.288827,45.644760,26.047297
6,11dd74426e8374ac110c4036c77c09ab_000000000006,0.392232,355.001877,174.271235,43.962475,24.177179
7,11dd74426e8374ac110c4036c77c09ab_000000000007,0.390658,282.608648,211.318704,30.012646,18.094282
7,11dd74426e8374ac110c4036c77c09ab_000000000007,0.390658,337.727305,232.369160,33.063324,18.694092
7,11dd74426e8374ac110c4036c77c09ab_000000000007,0.390658,293.392915,154.245459,44.489635,26.538412
7,11dd74426e8374ac110c4036c77c09ab_000000000007,0.390658,350.891905,174.290729,41.582760,26.283159
8,11dd74426e8374ac110c4036c77c09ab_000000000008,0.390658,284.707098,212.091746,29.377470,19.064098
8,11dd74426e8374ac110c4036c77c09ab_000000000008,0.390658,337.094250,232.418946,32.565205,18.523691
8,11dd74426e8374ac110c4036c77c09ab_000000000008,0.390658,294.325210,156.600803,43.519310,26.605371
8,11dd74426e8374ac110c4036c77c09ab_000000000008,0.390658,353.323311,176.275397,41.210678,26.417114
9,11dd74426e8374ac110c4036c77c09ab_000000000009,0.398252,291.109667,216.317548,28.718325,17.672821
9,11dd74426e8374ac110c4036c77c09ab_000000000009,0.398252,344.205974,236.815786,33.153687,18.718107
9,11dd74426e8374ac110c4036c77c09ab_000000000009,0.398252,300.356813,157.784333,44.859447,27.153267
9,11dd74426e8374ac110c4036c77c09ab_000000000009,0.398252,357.829074,178.057120,46.219345,27.958281
10,11dd74426e8374ac110c4036c77c09ab_000000000010,0.398252,290.454560,216.682256,29.565168,16.207420
10,11dd74426e8374ac110c4036c77c09ab_000000000010,0.398252,345.046473,237.793987,33.177677,18.694036
10,11dd74426e8374ac110c4036c77c09ab_000000000010,0.398252,298.328900,157.632825,44.707794,27.249098
10,11dd74426e8374ac110c4036c77c09ab_000000000010,0.398252,357.080894,177.306874,45.951405,28.227293
11,11dd74426e8374ac110c4036c77c09ab_000000000011,0.398252,292.676008,216.473990,26.189390,20.557272
11,11dd74426e8374ac110c4036c77c09ab_000000000011,0.398252,347.791040,237.858450,31.860512,19.457106
11,11dd74426e8374ac110c4036c77c09ab_000000000011,0.398252,297.741075,159.037255,43.369236,27.645727
11,11dd74426e8374ac110c4036c77c09ab_000000000011,0.398252,356.222626,180.131120,44.193718,28.545853
12,11dd74426e8374ac110c4036c77c09ab_000000000012,0.398252,290.195833,216.021631,28.607872,17.783278
12,11dd74426e8374ac110c4036c77c09ab_000000000012,0.398252,345.645188,236.713622,32.454315,18.931679
12,11dd74426e8374ac110c4036c77c09ab_000000000012,0.398252,298.650340,158.120090,43.097042,27.779758
12,11dd74426e8374ac110c4036c77c09ab_000000000012,0.398252,355.651257,180.108805,43.994640,28.643459
13,11dd74426e8374ac110c4036c77c09ab_000000000013,0.390658,283.853393,212.954131,28.929182,17.119137
13,11dd74426e8374ac110c4036c77c09ab_000000000013,0.390658,337.529663,233.724803,32.610291,19.285139
13,11dd74426e8374ac110c4036c77c09ab_000000000013,0.390658,294.184365,155.113519,42.731533,26.245317
13,11dd74426e8374ac110c4036c77c09ab_000000000013,0.390658,353.497633,176.249359,46.205822,29.128487
14,11dd74426e8374ac110c4036c77c09ab_000000000014,0.390658,282.317133,213.015839,33.317047,13.824430
14,11dd74426e8374ac110c4036c77c09ab_000000000014,0.390658,332.439261,230.493650,35.609085,16.695482
14,11dd74426e8374ac110c4036c77c09ab_000000000014,0.390658,296.011973,158.661366,45.879162,21.499643
14,11dd74426e8374ac110c4036c77c09ab_000000000014,0.390658,354.180664,178.144433,53.094456,26.029964
15,11dd74426e8374ac110c4036c77c09ab_000000000015,0.390658,282.171924,213.664249,31.178587,14.460716
15,11dd74426e8374ac110c4036c77c09ab_000000000015,0.390658,336.030766,231.504558,34.344051,17.622614
15,11dd74426e8374ac110c4036c77c09ab_000000000015,0.390658,293.094176,154.595892,43.036232,22.511034
15,11dd74426e8374ac110c4036c77c09ab_000000000015,0.390658,353.635904,174.626904,50.981174,27.085634
16,11dd74426e8374ac110c4036c77c09ab_000000000016,0.390658,283.716386,212.806943,31.075821,14.470540
16,11dd74426e8374ac110c4036c77c09ab_000000000016,0.390658,336.265485,231.324155,33.910164,17.322212
16,11dd74426e8374ac110c4036c77c09ab_000000000016,0.390658,293.429683,154.170876,43.110531,22.550127
16,11dd74426e8374ac110c4036c77c09ab_000000000016,0.390658,350.548601,173.288524,50.655945,27.367100
17,11dd74426e8374ac110c4036c77c09ab_000000000017,0.383342,278.957139,208.591894,30.578369,14.090833
17,11dd74426e8374ac110c4036c77c09ab_000000000017,0.383342,331.035020,227.574275,33.210987,17.086227
17,11dd74426e8374ac110c4036c77c09ab_000000000017,0.383342,288.038689,151.630689,41.909035,22.177874
17,11dd74426e8374ac110c4036c77c09ab_000000000017,0.383342,345.037493,170.400237,50.114075,27.334940
18,11dd74426e8374ac110c4036c77c09ab_000000000018,0.383342,279.209923,208.382465,29.014915,14.436259
18,11dd74426e8374ac110c4036c77c09ab_000000000018,0.383342,330.391219,227.694631,33.313774,17.281355
18,11dd74426e8374ac110c4036c77c09ab_000000000018,0.383342,288.133097,151.551396,39.388184,22.790236
18,11dd74426e8374ac110c4036c77c09ab_000000000018,0.383342,346.989554,168.717432,49.835320,26.860546
19,11dd74426e8374ac110c4036c77c09ab_000000000019,0.383342,277.957418,208.949920,28.696875,14.454977
19,11dd74426e8374ac110c4036c77c09ab_000000000019,0.383342,331.190986,227.963442,33.313797,17.281343
19,11dd74426e8374ac110c4036c77c09ab_000000000019,0.383342,285.601929,152.227438,39.323608,22.835575
19,11dd74426e8374ac110c4036c77c09ab_000000000019,0.383342,345.426239,170.381449,49.722027,26.860542
20,11dd74426e8374ac110c4036c77c09ab_000000000020,0.390658,284.484850,213.254921,29.686773,14.873203
20,11dd74426e8374ac110c4036c77c09ab_000000000020,0.390658,336.578913,231.923137,33.805202,17.990757
20,11dd74426e8374ac110c4036c77c09ab_000000000020,0.390658,292.877054,154.618997,40.174709,23.554556
20,11dd74426e8374ac110c4036c77c09ab_000000000020,0.390658,352.617842,174.244234,50.297855,27.234941
21,11dd74426e8374ac110c4036c77c09ab_000000000021,0.390658,284.606668,213.382104,29.885582,14.972608
21,11dd74426e8374ac110c4036c77c09ab_000000000021,0.390658,335.329137,231.352339,33.604794,17.617083
21,11dd74426e8374ac110c4036c77c09ab_000000000021,0.390658,294.240016,154.440478,40.286560,23.532185
21,11dd74426e8374ac110c4036c77c09ab_000000000021,0.390658,350.027469,174.524399,50.436821,27.791912
22,11dd74426e8374ac110c4036c77c09ab_000000000022,0.390658,285.568148,211.742100,29.561522,15.065003
22,11dd74426e8374ac110c4036c77c09ab_000000000022,0.390658,337.434168,231.488916,33.430805,17.772520
22,11dd74426e8374ac110c4036c77c09ab_000000000022,0.390658,296.126065,154.825306,37.840633,22.665167
22,11dd74426e8374ac110c4036c77c09ab_000000000022,0.390658,351.037853,173.066061,50.478546,26.585119
23,11dd74426e8374ac110c4036c77c09ab_000000000023,0.390658,285.668912,212.365951,29.345615,14.600799
23,11dd74426e8374ac110c4036c77c09ab_000000000023,0.390658,337.592038,230.822647,33.107864,16.553946
23,11dd74426e8374ac110c4036c77c09ab_000000000023,0.390658,293.397565,156.146828,37.918007,22.906649
23,11dd74426e8374ac110c4036c77c09ab_000000000023,0.390658,354.460257,172.027887,49.196415,26.467285
24,11dd74426e8374ac110c4036c77c09ab_000000000024,0.390658,285.950794,212.571842,29.372009,14.591261
24,11dd74426e8374ac110c4036c77c09ab_000000000024,0.390658,336.229910,231.171411,33.019333,16.832327
24,11dd74426e8374ac110c4036c77c09ab_000000000024,0.390658,293.516975,155.000737,37.796928,23.072889
24,11dd74426e8374ac110c4036c77c09ab_000000000024,0.390658,353.650997,174.050789,49.197987,26.565084
25,11dd74426e8374ac110c4036c77c09ab_000000000025,0.390658,284.400395,212.897406,28.667233,14.468776
25,11dd74426e8374ac110c4036c77c09ab_000000000025,0.390658,337.639726,231.134358,32.371185,16.329872
25,11dd74426e8374ac110c4036c77c09ab_000000000025,0.390658,293.525416,156.819213,35.717361,22.493473
25,11dd74426e8374ac110c4036c77c09ab_000000000025,0.390658,351.655528,172.075623,50.595642,27.571793
26,11dd74426e8374ac110c4036c77c09ab_000000000026,0.390658,284.547917,213.100794,28.568377,14.462731
26,11dd74426e8374ac110c4036c77c09ab_000000000026,0.390658,336.777461,231.078611,32.106640,16.463171
26,11dd74426e8374ac110c4036c77c09ab_000000000026,0.390658,291.065540,154.984357,35.625397,22.455378
26,11dd74426e8374ac110c4036c77c09ab_000000000026,0.390658,353.770121,172.509653,50.514599,27.352728
27,11dd74426e8374ac110c4036c77c09ab_000000000027,0.390658,286.228432,211.857099,27.595070,16.179529
27,11dd74426e8374ac110c4036c77c09ab_000000000027,0.390658,338.020012,231.912622,32.083199,16.946522
27,11dd74426e8374ac110c4036c77c09ab_000000000027,0.390658,294.788568,154.385315,36.696964,22.494917
27,11dd74426e8374ac110c4036c77c09ab_000000000027,0.390658,354.658376,172.294116,50.862553,27.195551
28,11dd74426e8374ac110c4036c77c09ab_000000000028,0.390658,285.802104,212.464640,26.520594,14.815191
28,11dd74426e8374ac110c4036c77c09ab_000000000028,0.390658,336.496819,230.871003,31.774015,17.120235
28,11dd74426e8374ac110c4036c77c09ab_000000000028,0.390658,291.477872,155.298142,36.396339,22.224306
28,11dd74426e8374ac110c4036c77c09ab_000000000028,0.390658,353.118444,172.668322,51.530777,27.000578
29,11dd74426e8374ac110c4036c77c09ab_000000000029,0.390658,286.076260,212.287695,28.561033,14.195656
29,11dd74426e8374ac110c4036c77c09ab_000000000029,0.390658,337.333213,231.493232,31.586746,16.791937
29,11dd74426e8374ac110c4036c77c09ab_000000000029,0.390658,290.636875,156.277349,36.308498,22.195032
29,11dd74426e8374ac110c4036c77c09ab_000000000029,0.390658,354.927549,173.211544,50.878647,27.792795
30,11dd74426e8374ac110c4036c77c09ab_000000000030,0.390658,284.196601,212.031684,26.904982,15.374258
30,11dd74426e8374ac110c4036c77c09ab_000000000030,0.390658,335.773730,229.810237,31.501909,16.801014
30,11dd74426e8374ac110c4036c77c09ab_000000000030,0.390658,292.260904,155.766805,35.515739,21.771845
30,11dd74426e8374ac110c4036c77c09ab_000000000030,0.390658,354.811740,171.828422,51.296368,27.766758
31,11dd74426e8374ac110c4036c77c09ab_000000000031,0.390658,287.631548,212.646927,24.160147,19.645361
31,11dd74426e8374ac110c4036c77c09ab_000000000031,0.390658,340.069964,229.816508,31.855301,16.751049
31,11dd74426e8374ac110c4036c77c09ab_000000000031,0.390658,291.227440,154.059668,34.953785,21.698137
31,11dd74426e8374ac110c4036c77c09ab_000000000031,0.390658,354.354319,171.263477,51.245914,27.746330
32,11dd74426e8374ac110c4036c77c09ab_000000000032,0.390658,285.659827,211.856741,24.659176,19.207151
32,11dd74426e8374ac110c4036c77c09ab_000000000032,0.390658,335.255245,229.434744,31.919058,17.773117
32,11dd74426e8374ac110c4036c77c09ab_000000000032,0.390658,290.258497,156.428758,35.220505,21.235174
32,11dd74426e8374ac110c4036c77c09ab_000000000032,0.390658,355.870121,172.327199,49.630325,27.802330
33,11dd74426e8374ac110c4036c77c09ab_000000000033,0.390658,284.590764,212.456891,27.098045,14.307007
33,11dd74426e8374ac110c4036c77c09ab_000000000033,0.390658,336.053394,229.440848,31.919035,18.063292
33,11dd74426e8374ac110c4036c77c09ab_000000000033,0.390658,291.080252,157.299166,33.077774,26.144230
33,11dd74426e8374ac110c4036c77c09ab_000000000033,0.390658,356.413141,173.423600,49.692177,28.146816
34,11dd74426e8374ac110c4036c77c09ab_000000000034,0.383342,281.260066,208.749405,26.228693,13.382784
34,11dd74426e8374ac110c4036c77c09ab_000000000034,0.383342,333.007577,227.135950,31.518076,16.971252
34,11dd74426e8374ac110c4036c77c09ab_000000000034,0.383342,285.980287,154.143105,35.029217,20.790934
34,11dd74426e8374ac110c4036c77c09ab_000000000034,0.383342,347.465549,168.825551,49.238312,28.502443
35,11dd74426e8374ac110c4036c77c09ab_000000000035,0.383342,280.205455,208.573340,24.197361,18.602034
35,11dd74426e8374ac110c4036c77c09ab_000000000035,0.383342,329.707760,226.766787,32.129753,17.516434
35,11dd74426e8374ac110c4036c77c09ab_000000000035,0.383342,287.336255,152.029415,35.591125,20.926884
35,11dd74426e8374ac110c4036c77c09ab_000000000035,0.383342,344.946337,167.365769,48.677082,29.056351
36,11dd74426e8374ac110c4036c77c09ab_000000000036,0.383342,279.613457,207.183914,26.224575,13.314019
36,11dd74426e8374ac110c4036c77c09ab_000000000036,0.383342,331.247561,225.829233,31.760473,16.850042
36,11dd74426e8374ac110c4036c77c09ab_000000000036,0.383342,287.143063,151.960358,35.644238,21.304932
36,11dd74426e8374ac110c4036c77c09ab_000000000036,0.383342,347.145614,166.963604,48.279045,28.783785
37,11dd74426e8374ac110c4036c77c09ab_000000000037,0.383342,279.736854,208.865432,26.184214,13.213340
37,11dd74426e8374ac110c4036c77c09ab_000000000037,0.383342,328.622920,226.398911,32.002937,17.092474
37,11dd74426e8374ac110c4036c77c09ab_000000000037,0.383342,284.902607,152.316079,35.887150,20.889555
37,11dd74426e8374ac110c4036c77c09ab_000000000037,0.383342,343.666714,169.778313,47.462173,32.246792
38,11dd74426e8374ac110c4036c77c09ab_000000000038,0.383342,280.188843,209.250341,26.305435,13.092107
38,11dd74426e8374ac110c4036c77c09ab_000000000038,0.383342,330.736540,226.042850,32.124557,17.722370
38,11dd74426e8374ac110c4036c77c09ab_000000000038,0.383342,286.877340,152.381076,35.909893,20.980078
38,11dd74426e8374ac110c4036c77c09ab_000000000038,0.383342,345.304526,168.010505,49.138218,28.100336
39,11dd74426e8374ac110c4036c77c09ab_000000000039,0.383342,280.865868,209.118427,26.162361,12.904566
39,11dd74426e8374ac110c4036c77c09ab_000000000039,0.383342,330.384832,225.798115,29.472754,21.105103
39,11dd74426e8374ac110c4036c77c09ab_000000000039,0.383342,286.693554,153.001491,36.633476,20.205803
39,11dd74426e8374ac110c4036c77c09ab_000000000039,0.383342,345.139037,167.173689,48.368073,28.002575
40,11dd74426e8374ac110c4036c77c09ab_000000000040,0.383342,280.190224,209.022358,25.985500,13.077296
40,11dd74426e8374ac110c4036c77c09ab_000000000040,0.383342,330.337242,226.095120,31.843323,17.861982
40,11dd74426e8374ac110c4036c77c09ab_000000000040,0.383342,286.093694,152.011797,37.087524,20.374264
40,11dd74426e8374ac110c4036c77c09ab_000000000040,0.383342,345.644185,165.193574,48.689785,28.462234
41,11dd74426e8374ac110c4036c77c09ab_000000000041,0.390658,284.363389,212.477993,27.584961,12.863034
41,11dd74426e8374ac110c4036c77c09ab_000000000041,0.390658,333.692351,230.156092,32.862106,17.990746
41,11dd74426e8374ac110c4036c77c09ab_000000000041,0.390658,292.124470,154.908056,38.438972,20.944242
41,11dd74426e8374ac110c4036c77c09ab_000000000041,0.390658,354.963100,169.638387,49.672741,28.287212
42,11dd74426e8374ac110c4036c77c09ab_000000000042,0.390658,282.555238,212.350547,27.670321,12.813546
42,11dd74426e8374ac110c4036c77c09ab_000000000042,0.390658,334.717327,229.668628,31.603460,22.085806
42,11dd74426e8374ac110c4036c77c09ab_000000000042,0.390658,289.974135,153.566148,37.105217,20.776573
42,11dd74426e8374ac110c4036c77c09ab_000000000042,0.390658,350.182860,168.478610,49.916882,28.287218
43,11dd74426e8374ac110c4036c77c09ab_000000000043,0.390658,283.663357,213.620519,28.957603,12.276047
43,11dd74426e8374ac110c4036c77c09ab_000000000043,0.390658,335.150809,232.576363,35.953297,14.696758
43,11dd74426e8374ac110c4036c77c09ab_000000000043,0.390658,355.053755,175.402473,50.546452,23.682775
44,11dd74426e8374ac110c4036c77c09ab_000000000044,0.390658,284.972910,215.281864,28.878704,12.316843
44,11dd74426e8374ac110c4036c77c09ab_000000000044,0.390658,337.341440,233.979074,33.609707,15.477520
44,11dd74426e8374ac110c4036c77c09ab_000000000044,0.390658,354.898984,171.682259,48.630028,24.896725
45,11dd74426e8374ac110c4036c77c09ab_000000000045,0.390658,284.350966,214.844997,28.891413,12.268405
45,11dd74426e8374ac110c4036c77c09ab_000000000045,0.390658,335.724468,234.312768,33.609707,15.566249
45,11dd74426e8374ac110c4036c77c09ab_000000000045,0.390658,351.776011,171.377808,48.830887,24.995625
46,11dd74426e8374ac110c4036c77c09ab_000000000046,0.390658,281.920562,213.516584,28.434040,13.043879
46,11dd74426e8374ac110c4036c77c09ab_000000000046,0.390658,334.393123,233.064662,33.576374,15.252905
46,11dd74426e8374ac110c4036c77c09ab_000000000046,0.390658,350.273514,170.055917,47.341290,24.865124
47,11dd74426e8374ac110c4036c77c09ab_000000000047,0.390658,284.483801,214.238457,28.519281,13.075281
47,11dd74426e8374ac110c4036c77c09ab_000000000047,0.390658,338.431199,233.029325,33.876759,15.753548
47,11dd74426e8374ac110c4036c77c09ab_000000000047,0.390658,354.108155,171.359174,47.656483,25.017817
48,11dd74426e8374ac110c4036c77c09ab_000000000048,0.390658,284.062742,214.167497,28.490431,13.439997
48,11dd74426e8374ac110c4036c77c09ab_000000000048,0.390658,336.993701,233.754703,33.971012,16.173540
48,11dd74426e8374ac110c4036c77c09ab_000000000048,0.390658,353.683591,170.828851,47.124596,24.845657
49,11dd74426e8374ac110c4036c77c09ab_000000000049,0.383342,278.717082,210.065527,28.006514,13.414885
49,11dd74426e8374ac110c4036c77c09ab_000000000049,0.383342,330.339347,228.811548,33.245266,15.906704
49,11dd74426e8374ac110c4036c77c09ab_000000000049,0.383342,346.504645,167.377713,46.126865,24.150013
50,11dd74426e8374ac110c4036c77c09ab_000000000050,0.392232,286.829615,214.918506,28.904913,13.363201
50,11dd74426e8374ac110c4036c77c09ab_000000000050,0.392232,339.761556,234.118472,34.012264,16.464645
50,11dd74426e8374ac110c4036c77c09ab_000000000050,0.392232,356.023587,172.534846,46.918896,25.081778
51,11dd74426e8374ac110c4036c77c09ab_000000000051,0.392232,286.878141,214.720834,29.005198,13.367007
51,11dd74426e8374ac110c4036c77c09ab_000000000051,0.392232,339.529195,234.115073,34.247810,16.516045
51,11dd74426e8374ac110c4036c77c09ab_000000000051,0.392232,355.102186,171.271510,46.834385,25.169497
52,11dd74426e8374ac110c4036c77c09ab_000000000052,0.390658,285.155458,214.804605,28.883593,13.330887
52,11dd74426e8374ac110c4036c77c09ab_000000000052,0.390658,336.542003,233.313758,34.344742,16.164068
52,11dd74426e8374ac110c4036c77c09ab_000000000052,0.390658,356.057605,172.662015,45.774082,25.054049
53,11dd74426e8374ac110c4036c77c09ab_000000000059,0.390658,287.634099,214.981837,31.018881,12.475083
53,11dd74426e8374ac110c4036c77c09ab_000000000059,0.390658,340.841170,234.944702,26.192360,24.231571
53,11dd74426e8374ac110c4036c77c09ab_000000000059,0.390658,294.024682,156.007401,33.404842,16.128529
53,11dd74426e8374ac110c4036c77c09ab_000000000059,0.390658,347.979115,175.718643,43.913593,28.395704
54,11dd74426e8374ac110c4036c77c09ab_000000000060,0.390658,284.800805,213.800755,28.782566,12.702029
54,11dd74426e8374ac110c4036c77c09ab_000000000060,0.390658,335.733839,233.498405,30.199965,11.005586
54,11dd74426e8374ac110c4036c77c09ab_000000000060,0.390658,296.404085,153.793654,32.119370,13.499731
54,11dd74426e8374ac110c4036c77c09ab_000000000060,0.390658,350.282837,172.155035,42.659573,23.387196
55,11dd74426e8374ac110c4036c77c09ab_000000000061,0.390658,284.121207,213.430364,28.660913,12.843632
55,11dd74426e8374ac110c4036c77c09ab_000000000061,0.390658,334.666182,233.549240,29.730955,11.029919
55,11dd74426e8374ac110c4036c77c09ab_000000000061,0.390658,297.265659,153.958451,32.403923,13.738522
55,11dd74426e8374ac110c4036c77c09ab_000000000061,0.390658,348.196857,170.853410,42.496338,23.311289
56,11dd74426e8374ac110c4036c77c09ab_000000000062,0.390658,284.352683,213.388661,25.462713,8.632663
56,11dd74426e8374ac110c4036c77c09ab_000000000062,0.390658,336.218084,234.608337,32.263817,11.808385
56,11dd74426e8374ac110c4036c77c09ab_000000000062,0.390658,298.305704,152.729800,33.730453,15.822993
56,11dd74426e8374ac110c4036c77c09ab_000000000062,0.390658,351.423408,171.875013,42.714149,23.879129
57,11dd74426e8374ac110c4036c77c09ab_000000000063,0.390658,334.986262,234.228146,32.077145,13.309565
57,11dd74426e8374ac110c4036c77c09ab_000000000063,0.390658,295.473030,152.970075,29.281094,22.651421
57,11dd74426e8374ac110c4036c77c09ab_000000000063,0.390658,347.870101,170.165193,42.737972,23.494379
58,11dd74426e8374ac110c4036c77c09ab_000000000064,0.390658,334.092881,234.560697,30.739098,10.533203
58,11dd74426e8374ac110c4036c77c09ab_000000000064,0.390658,295.818694,153.246819,34.809242,16.312836
58,11dd74426e8374ac110c4036c77c09ab_000000000064,0.390658,349.310723,170.631293,43.487453,24.102472
59,11dd74426e8374ac110c4036c77c09ab_000000000065,0.390658,335.080446,234.112313,29.679810,14.136423
59,11dd74426e8374ac110c4036c77c09ab_000000000065,0.390658,295.530613,152.571084,34.873478,16.505501
59,11dd74426e8374ac110c4036c77c09ab_000000000065,0.390658,347.840010,169.784633,43.742203,24.096455
60,11dd74426e8374ac110c4036c77c09ab_000000000066,0.390658,336.613105,235.320171,31.518600,11.302859
60,11dd74426e8374ac110c4036c77c09ab_000000000066,0.390658,296.830842,152.901750,33.535122,17.734406
60,11dd74426e8374ac110c4036c77c09ab_000000000066,0.390658,349.051898,168.693288,44.695335,24.039127
61,11dd74426e8374ac110c4036c77c09ab_000000000067,0.390658,335.797860,235.202144,31.475014,11.431962
61,11dd74426e8374ac110c4036c77c09ab_000000000067,0.390658,298.168316,153.642019,33.369148,21.663731
61,11dd74426e8374ac110c4036c77c09ab_000000000067,0.390658,351.416207,170.477321,45.406933,24.292704
62,11dd74426e8374ac110c4036c77c09ab_000000000068,0.390658,335.999579,235.054646,31.048639,11.201952
62,11dd74426e8374ac110c4036c77c09ab_000000000068,0.390658,296.581745,152.743523,33.732647,20.674860
62,11dd74426e8374ac110c4036c77c09ab_000000000068,0.390658,350.143136,169.641487,45.324814,24.364584
63,11dd74426e8374ac110c4036c77c09ab_000000000069,0.390658,337.191986,236.532107,28.558743,16.411167
63,11dd74426e8374ac110c4036c77c09ab_000000000069,0.390658,294.765773,154.922816,25.525900,26.519533
63,11dd74426e8374ac110c4036c77c09ab_000000000069,0.390658,350.820611,169.782893,45.458435,24.267647
64,11dd74426e8374ac110c4036c77c09ab_000000000070,0.390658,337.802985,236.935998,29.293587,11.487077
64,11dd74426e8374ac110c4036c77c09ab_000000000070,0.390658,296.614149,153.887599,31.447355,21.663727
64,11dd74426e8374ac110c4036c77c09ab_000000000070,0.390658,349.966620,169.491318,46.074036,24.265690
65,11dd74426e8374ac110c4036c77c09ab_000000000071,0.390658,338.059473,236.437137,29.690016,11.529460
65,11dd74426e8374ac110c4036c77c09ab_000000000071,0.390658,296.759144,153.804241,33.653221,18.496439
65,11dd74426e8374ac110c4036c77c09ab_000000000071,0.390658,350.109707,171.160531,45.570431,23.962299
66,11dd74426e8374ac110c4036c77c09ab_000000000072,0.390658,338.337135,236.670091,29.290154,11.451705
66,11dd74426e8374ac110c4036c77c09ab_000000000072,0.390658,296.778028,154.642507,33.079777,20.747402
66,11dd74426e8374ac110c4036c77c09ab_000000000072,0.390658,349.393676,171.086484,45.553288,23.967009
67,11dd74426e8374ac110c4036c77c09ab_000000000073,0.383342,331.686565,232.709260,28.963697,12.211432
67,11dd74426e8374ac110c4036c77c09ab_000000000073,0.383342,290.615505,150.330103,30.179703,17.780075
67,11dd74426e8374ac110c4036c77c09ab_000000000073,0.383342,345.278204,166.034321,44.404472,23.895287
68,11dd74426e8374ac110c4036c77c09ab_000000000074,0.383342,330.058018,232.287032,28.356630,11.822873
68,11dd74426e8374ac110c4036c77c09ab_000000000074,0.383342,291.332025,152.148811,27.601109,21.772320
68,11dd74426e8374ac110c4036c77c09ab_000000000074,0.383342,341.776796,168.452831,44.547012,23.905836
69,11dd74426e8374ac110c4036c77c09ab_000000000075,0.383342,330.256193,232.002357,27.877829,11.697534
69,11dd74426e8374ac110c4036c77c09ab_000000000075,0.383342,288.520018,150.630829,28.367277,17.633713
69,11dd74426e8374ac110c4036c77c09ab_000000000075,0.383342,344.618307,168.923948,44.704967,23.905830
70,11dd74426e8374ac110c4036c77c09ab_000000000076,0.390658,341.457319,236.811223,27.919346,12.106612
70,11dd74426e8374ac110c4036c77c09ab_000000000076,0.390658,297.862089,154.115486,28.127361,18.360916
70,11dd74426e8374ac110c4036c77c09ab_000000000076,0.390658,352.695240,169.522053,46.133648,23.979460
71,11dd74426e8374ac110c4036c77c09ab_000000000077,0.390658,339.706583,236.883852,27.795788,12.106600
71,11dd74426e8374ac110c4036c77c09ab_000000000077,0.390658,298.480766,153.659139,28.127361,18.360916
