image,annotated_image,scale_value,unit,pixel_length,ratio,error
D:\code\bl0116\big_data\cq_data\sr5x\image\5x-6_SwinIR.png,./temp/sr5x\annotated\5x-6_SwinIR_scale_bar.jpg,500.0,μm,3651.4199977542985,0.13693302887849404,
