frame_id,frame_name,nm_per_pixel,cx_nm,cy_nm,diameter_nm,height_nm
26,11dd74426e8374ac110c4036c77c09ab_000000000026,0.390658,252.574041,151.256643,21.838423,14.151308
26,11dd74426e8374ac110c4036c77c09ab_000000000026,0.390658,243.961281,198.912983,18.531208,12.288520
27,11dd74426e8374ac110c4036c77c09ab_000000000027,0.390658,255.332132,153.423704,21.314312,14.326019
27,11dd74426e8374ac110c4036c77c09ab_000000000027,0.390658,246.618536,200.123393,18.156263,12.729479
28,11dd74426e8374ac110c4036c77c09ab_000000000028,0.390658,255.592411,153.749650,22.796564,12.923708
28,11dd74426e8374ac110c4036c77c09ab_000000000028,0.390658,245.099134,200.917393,18.169592,12.404231
29,11dd74426e8374ac110c4036c77c09ab_000000000029,0.390658,257.232630,153.339595,22.375172,13.535599
29,11dd74426e8374ac110c4036c77c09ab_000000000029,0.390658,247.415160,200.322394,18.981358,12.684897
30,11dd74426e8374ac110c4036c77c09ab_000000000030,0.390658,256.945073,154.387438,19.841476,16.490479
30,11dd74426e8374ac110c4036c77c09ab_000000000030,0.390658,247.738006,201.263630,17.823738,15.104244
31,11dd74426e8374ac110c4036c77c09ab_000000000031,0.390658,259.057520,153.912444,19.841499,16.600702
31,11dd74426e8374ac110c4036c77c09ab_000000000031,0.390658,248.578168,200.725665,19.996294,12.181672
32,11dd74426e8374ac110c4036c77c09ab_000000000032,0.390658,257.923124,153.653249,20.155357,16.432514
32,11dd74426e8374ac110c4036c77c09ab_000000000032,0.390658,248.911028,201.659223,20.655172,11.843554
33,11dd74426e8374ac110c4036c77c09ab_000000000033,0.390658,258.602150,153.916140,17.276188,19.459795
33,11dd74426e8374ac110c4036c77c09ab_000000000033,0.390658,250.142373,200.970207,19.827862,13.651975
34,11dd74426e8374ac110c4036c77c09ab_000000000034,0.383342,255.404046,149.752400,21.495440,15.319065
34,11dd74426e8374ac110c4036c77c09ab_000000000034,0.383342,245.573618,198.053931,20.321245,11.271749
35,11dd74426e8374ac110c4036c77c09ab_000000000035,0.383342,253.965977,151.251360,20.361301,15.898550
35,11dd74426e8374ac110c4036c77c09ab_000000000035,0.383342,244.940650,197.554235,20.321268,11.271737
36,11dd74426e8374ac110c4036c77c09ab_000000000036,0.383342,253.187174,150.572733,20.524006,15.712513
36,11dd74426e8374ac110c4036c77c09ab_000000000036,0.383342,244.992616,196.935914,19.473818,13.190514
37,11dd74426e8374ac110c4036c77c09ab_000000000037,0.383342,250.988996,149.430476,20.733202,15.805581
37,11dd74426e8374ac110c4036c77c09ab_000000000037,0.383342,242.742870,197.364670,19.256784,11.316344
38,11dd74426e8374ac110c4036c77c09ab_000000000038,0.383342,252.748006,150.599114,20.915138,14.914900
38,11dd74426e8374ac110c4036c77c09ab_000000000038,0.383342,244.207963,197.636500,19.557838,11.387578
39,11dd74426e8374ac110c4036c77c09ab_000000000039,0.383342,253.149878,150.114497,20.810717,13.742924
39,11dd74426e8374ac110c4036c77c09ab_000000000039,0.383342,244.404594,197.464857,19.997753,11.352107
40,11dd74426e8374ac110c4036c77c09ab_000000000040,0.383342,252.577837,150.847032,21.056108,13.742918
40,11dd74426e8374ac110c4036c77c09ab_000000000040,0.383342,243.404265,197.431586,19.627094,12.726948
41,11dd74426e8374ac110c4036c77c09ab_000000000041,0.390658,258.922373,155.019121,21.077518,14.990290
41,11dd74426e8374ac110c4036c77c09ab_000000000041,0.390658,249.256287,202.060444,21.244425,11.425870
42,11dd74426e8374ac110c4036c77c09ab_000000000042,0.390658,258.941233,154.090725,21.093113,14.963320
42,11dd74426e8374ac110c4036c77c09ab_000000000042,0.390658,248.434270,201.593224,21.174562,11.425870
43,11dd74426e8374ac110c4036c77c09ab_000000000043,0.390658,250.150646,201.484710,19.813293,15.724462
43,11dd74426e8374ac110c4036c77c09ab_000000000043,0.390658,260.975687,154.178696,22.794991,15.665075
44,11dd74426e8374ac110c4036c77c09ab_000000000044,0.390658,250.590184,203.015987,19.993195,11.411814
44,11dd74426e8374ac110c4036c77c09ab_000000000044,0.390658,258.330211,155.877035,20.165276,15.193027
45,11dd74426e8374ac110c4036c77c09ab_000000000045,0.390658,250.712956,203.060145,20.019041,11.455699
45,11dd74426e8374ac110c4036c77c09ab_000000000045,0.390658,257.507598,153.483815,20.964903,15.548971
46,11dd74426e8374ac110c4036c77c09ab_000000000046,0.390658,250.294902,202.412689,19.628288,10.619411
46,11dd74426e8374ac110c4036c77c09ab_000000000046,0.390658,258.974639,153.637822,20.790199,15.548961
47,11dd74426e8374ac110c4036c77c09ab_000000000047,0.390658,252.647051,202.849390,19.628288,10.619411
47,11dd74426e8374ac110c4036c77c09ab_000000000047,0.390658,260.838084,154.030471,20.790199,15.548962
48,11dd74426e8374ac110c4036c77c09ab_000000000048,0.390658,252.809618,201.816187,20.749928,10.517073
48,11dd74426e8374ac110c4036c77c09ab_000000000048,0.390658,260.155720,155.036241,16.012390,17.851133
49,11dd74426e8374ac110c4036c77c09ab_000000000049,0.383342,247.805511,197.785938,20.268320,10.413092
49,11dd74426e8374ac110c4036c77c09ab_000000000049,0.383342,255.642184,151.432830,20.400843,15.086329
50,11dd74426e8374ac110c4036c77c09ab_000000000050,0.392232,257.094631,203.683867,20.547569,11.051546
50,11dd74426e8374ac110c4036c77c09ab_000000000050,0.392232,263.448847,155.583105,18.042685,17.650452
51,11dd74426e8374ac110c4036c77c09ab_000000000051,0.392232,257.439822,203.474249,20.538496,11.000004
51,11dd74426e8374ac110c4036c77c09ab_000000000051,0.392232,263.946535,155.329222,18.042685,17.650452
52,11dd74426e8374ac110c4036c77c09ab_000000000052,0.390658,257.767043,204.250645,19.642332,12.847846
52,11dd74426e8374ac110c4036c77c09ab_000000000052,0.390658,262.990302,155.288199,17.970259,17.188942
53,11dd74426e8374ac110c4036c77c09ab_000000000059,0.390658,260.069429,203.040641,23.107489,13.206350
53,11dd74426e8374ac110c4036c77c09ab_000000000059,0.390658,261.444290,155.990556,18.317997,17.686766
54,11dd74426e8374ac110c4036c77c09ab_000000000060,0.390658,257.064507,202.018956,21.000072,12.084747
54,11dd74426e8374ac110c4036c77c09ab_000000000060,0.390658,260.877283,154.378651,18.530518,15.318564
55,11dd74426e8374ac110c4036c77c09ab_000000000061,0.390658,254.826046,202.631457,20.965023,13.710695
55,11dd74426e8374ac110c4036c77c09ab_000000000061,0.390658,260.423916,154.896790,18.430159,15.449968
56,11dd74426e8374ac110c4036c77c09ab_000000000062,0.390658,258.516479,204.237436,21.618940,11.983077
56,11dd74426e8374ac110c4036c77c09ab_000000000062,0.390658,262.916124,155.465335,18.243484,15.591556
57,11dd74426e8374ac110c4036c77c09ab_000000000063,0.390658,256.979098,204.268814,21.248335,11.983077
57,11dd74426e8374ac110c4036c77c09ab_000000000063,0.390658,260.885676,154.715338,18.243484,15.728724
58,11dd74426e8374ac110c4036c77c09ab_000000000064,0.390658,256.948197,203.071257,21.218651,12.176951
58,11dd74426e8374ac110c4036c77c09ab_000000000064,0.390658,260.044536,154.137745,17.871496,15.224882
59,11dd74426e8374ac110c4036c77c09ab_000000000065,0.390658,257.132510,203.201277,21.145378,12.019677
59,11dd74426e8374ac110c4036c77c09ab_000000000065,0.390658,260.787344,153.486462,19.401342,14.642526
60,11dd74426e8374ac110c4036c77c09ab_000000000066,0.390658,259.450872,203.542602,20.260056,11.983077
60,11dd74426e8374ac110c4036c77c09ab_000000000066,0.390658,260.522010,154.347308,15.235654,17.579599
61,11dd74426e8374ac110c4036c77c09ab_000000000067,0.390658,260.093965,203.980232,19.060328,16.297970
61,11dd74426e8374ac110c4036c77c09ab_000000000067,0.390658,261.768209,155.415692,16.771936,16.247801
62,11dd74426e8374ac110c4036c77c09ab_000000000068,0.390658,259.505331,204.042322,20.044554,14.410422
62,11dd74426e8374ac110c4036c77c09ab_000000000068,0.390658,261.974101,155.551566,16.771914,16.247807
63,11dd74426e8374ac110c4036c77c09ab_000000000069,0.390658,261.022707,204.911669,20.172668,11.947764
63,11dd74426e8374ac110c4036c77c09ab_000000000069,0.390658,263.599537,155.622239,18.799976,15.238753
64,11dd74426e8374ac110c4036c77c09ab_000000000070,0.390658,260.642731,205.128886,20.259245,11.947764
64,11dd74426e8374ac110c4036c77c09ab_000000000070,0.390658,263.136942,155.641350,15.689188,17.048084
65,11dd74426e8374ac110c4036c77c09ab_000000000071,0.390658,261.297984,205.033702,19.492044,12.227715
65,11dd74426e8374ac110c4036c77c09ab_000000000071,0.390658,262.457249,155.722801,14.454338,18.360916
66,11dd74426e8374ac110c4036c77c09ab_000000000072,0.390658,261.586829,205.902381,19.524902,12.227715
66,11dd74426e8374ac110c4036c77c09ab_000000000072,0.390658,261.883971,156.639204,16.902435,16.794090
67,11dd74426e8374ac110c4036c77c09ab_000000000073,0.383342,258.298457,201.128338,19.385025,13.192130
67,11dd74426e8374ac110c4036c77c09ab_000000000073,0.383342,259.299722,151.211784,16.456852,16.781895
68,11dd74426e8374ac110c4036c77c09ab_000000000074,0.383342,258.192772,201.508732,19.535376,14.322443
68,11dd74426e8374ac110c4036c77c09ab_000000000074,0.383342,255.844921,151.945021,14.882422,18.115673
69,11dd74426e8374ac110c4036c77c09ab_000000000075,0.383342,259.472675,201.656158,19.535400,14.322432
69,11dd74426e8374ac110c4036c77c09ab_000000000075,0.383342,257.832476,153.002135,14.882400,18.115662
70,11dd74426e8374ac110c4036c77c09ab_000000000076,0.390658,264.783766,204.017524,19.908215,15.508022
70,11dd74426e8374ac110c4036c77c09ab_000000000076,0.390658,266.518573,157.004718,17.778746,17.290470
71,11dd74426e8374ac110c4036c77c09ab_000000000077,0.390658,264.700360,204.799555,19.908215,15.508022
71,11dd74426e8374ac110c4036c77c09ab_000000000077,0.390658,265.744435,156.368111,16.677467,18.406994
72,11dd74426e8374ac110c4036c77c09ab_000000000078,0.390658,267.656522,205.459744,19.754995,16.040657
72,11dd74426e8374ac110c4036c77c09ab_000000000078,0.390658,267.558905,154.462677,14.844995,19.532888
73,11dd74426e8374ac110c4036c77c09ab_000000000079,0.390658,269.463075,205.468733,19.837160,16.040657
73,11dd74426e8374ac110c4036c77c09ab_000000000079,0.390658,268.935435,154.993465,16.771936,19.043110
74,11dd74426e8374ac110c4036c77c09ab_000000000080,0.383342,262.686389,201.931404,18.304724,16.122690
74,11dd74426e8374ac110c4036c77c09ab_000000000080,0.383342,264.207402,152.873988,17.619125,16.805916
75,11dd74426e8374ac110c4036c77c09ab_000000000081,0.383342,262.634096,200.986153,20.430019,15.233546
75,11dd74426e8374ac110c4036c77c09ab_000000000081,0.383342,263.118514,152.174279,16.805939,17.619131
76,11dd74426e8374ac110c4036c77c09ab_000000000082,0.383342,262.769567,200.774126,18.323606,16.272703
76,11dd74426e8374ac110c4036c77c09ab_000000000082,0.383342,263.133886,152.251525,15.898544,18.594805
77,11dd74426e8374ac110c4036c77c09ab_000000000083,0.383342,261.438166,201.348273,16.800697,17.829308
77,11dd74426e8374ac110c4036c77c09ab_000000000083,0.383342,263.202207,152.953480,16.258278,18.573696
78,11dd74426e8374ac110c4036c77c09ab_000000000084,0.383342,262.971579,201.298273,16.800697,17.829302
78,11dd74426e8374ac110c4036c77c09ab_000000000084,0.383342,264.213602,153.178960,16.258278,18.573700
79,11dd74426e8374ac110c4036c77c09ab_000000000085,0.383342,264.433654,200.353466,19.545004,15.034622
79,11dd74426e8374ac110c4036c77c09ab_000000000085,0.383342,265.781386,152.150753,15.802990,17.226713
80,11dd74426e8374ac110c4036c77c09ab_000000000086,0.383342,265.534076,201.276560,17.633713,15.333663
80,11dd74426e8374ac110c4036c77c09ab_000000000086,0.383342,265.695027,152.699514,16.805916,16.534870
81,11dd74426e8374ac110c4036c77c09ab_000000000087,0.383342,265.290955,201.299326,16.001469,16.728809
81,11dd74426e8374ac110c4036c77c09ab_000000000087,0.383342,268.443556,152.662371,16.805939,15.721684
82,11dd74426e8374ac110c4036c77c09ab_000000000088,0.383342,265.093014,201.282924,16.363426,16.456394
82,11dd74426e8374ac110c4036c77c09ab_000000000088,0.383342,268.389742,153.246110,16.010033,14.860604
83,11dd74426e8374ac110c4036c77c09ab_000000000089,0.383342,264.862948,201.803631,15.516583,16.728815
83,11dd74426e8374ac110c4036c77c09ab_000000000089,0.383342,266.931036,152.475426,16.629242,15.429206
84,11dd74426e8374ac110c4036c77c09ab_000000000090,0.383342,266.207615,201.682597,16.365133,16.850037
84,11dd74426e8374ac110c4036c77c09ab_000000000090,0.383342,267.511196,153.075579,15.667473,14.528995
85,11dd74426e8374ac110c4036c77c09ab_000000000091,0.383342,266.813816,201.249864,16.365158,16.607582
85,11dd74426e8374ac110c4036c77c09ab_000000000091,0.383342,268.181038,152.821063,15.667473,14.312148
86,11dd74426e8374ac110c4036c77c09ab_000000000092,0.376288,261.609076,197.937386,14.715277,16.906908
86,11dd74426e8374ac110c4036c77c09ab_000000000092,0.376288,263.386869,149.545588,17.296196,13.008274
87,11dd74426e8374ac110c4036c77c09ab_000000000093,0.376288,261.218916,198.809734,16.302008,15.112086
87,11dd74426e8374ac110c4036c77c09ab_000000000093,0.376288,263.906172,150.588339,14.510872,15.514775
88,11dd74426e8374ac110c4036c77c09ab_000000000094,0.383342,267.423620,202.218887,17.516632,14.647549
88,11dd74426e8374ac110c4036c77c09ab_000000000094,0.383342,269.434385,152.570840,18.223278,12.599708
89,11dd74426e8374ac110c4036c77c09ab_000000000095,0.383342,267.363395,202.174081,17.516632,14.546876
89,11dd74426e8374ac110c4036c77c09ab_000000000095,0.383342,268.804436,152.726245,18.223301,12.599708
90,11dd74426e8374ac110c4036c77c09ab_000000000096,0.383342,267.484640,204.139058,17.687737,14.882420
90,11dd74426e8374ac110c4036c77c09ab_000000000096,0.383342,269.832069,153.388424,16.763590,13.549501
91,11dd74426e8374ac110c4036c77c09ab_000000000097,0.383342,267.634547,202.866337,18.343611,14.914898
91,11dd74426e8374ac110c4036c77c09ab_000000000097,0.383342,270.591382,154.418409,18.294500,13.738654
92,11dd74426e8374ac110c4036c77c09ab_000000000098,0.383342,267.872100,202.667647,18.343611,14.914898
92,11dd74426e8374ac110c4036c77c09ab_000000000098,0.383342,270.770840,154.189876,18.321991,13.691180
93,11dd74426e8374ac110c4036c77c09ab_000000000099,0.383342,268.118731,203.065004,17.421545,15.685387
93,11dd74426e8374ac110c4036c77c09ab_000000000099,0.383342,271.623976,154.191151,17.941059,14.061896
94,11dd74426e8374ac110c4036c77c09ab_000000000100,0.383342,269.237497,203.861331,18.172178,15.086319
94,11dd74426e8374ac110c4036c77c09ab_000000000100,0.383342,271.281018,152.592892,18.343611,13.714841
95,11dd74426e8374ac110c4036c77c09ab_000000000101,0.376288,265.558749,198.527518,15.964580,16.496717
95,11dd74426e8374ac110c4036c77c09ab_000000000101,0.376288,265.918892,149.276750,18.093168,12.505582
96,11dd74426e8374ac110c4036c77c09ab_000000000102,0.376288,265.170610,198.596763,17.837822,15.818442
96,11dd74426e8374ac110c4036c77c09ab_000000000102,0.376288,266.499424,150.017246,17.836697,13.740864
97,11dd74426e8374ac110c4036c77c09ab_000000000103,0.390658,274.430443,205.364344,16.864380,17.457592
97,11dd74426e8374ac110c4036c77c09ab_000000000103,0.390658,275.878599,155.153839,18.530518,14.206743
98,11dd74426e8374ac110c4036c77c09ab_000000000104,0.390658,275.679289,206.565288,19.518833,13.341998
98,11dd74426e8374ac110c4036c77c09ab_000000000104,0.390658,277.862265,156.403281,20.087091,12.897250
99,11dd74426e8374ac110c4036c77c09ab_000000000105,0.383342,270.390072,202.195934,18.594805,16.456394
99,11dd74426e8374ac110c4036c77c09ab_000000000105,0.383342,272.721029,152.313680,18.494148,15.035892
100,11dd74426e8374ac110c4036c77c09ab_000000000106,0.390658,273.242589,204.027801,16.187548,18.237267
100,11dd74426e8374ac110c4036c77c09ab_000000000106,0.390658,274.993062,155.331070,20.440767,13.801897
101,11dd74426e8374ac110c4036c77c09ab_000000000107,0.390658,272.485261,204.603129,17.994888,17.645462
101,11dd74426e8374ac110c4036c77c09ab_000000000107,0.390658,276.521144,156.329246,19.152508,15.042345
102,11dd74426e8374ac110c4036c77c09ab_000000000108,0.390658,276.212628,204.171913,16.345228,17.054737
102,11dd74426e8374ac110c4036c77c09ab_000000000108,0.390658,278.325862,156.337543,19.475639,14.398500
103,11dd74426e8374ac110c4036c77c09ab_000000000109,0.390658,277.468270,204.770704,15.745506,16.850437
103,11dd74426e8374ac110c4036c77c09ab_000000000109,0.390658,279.402531,156.424979,19.392544,14.151312
104,11dd74426e8374ac110c4036c77c09ab_000000000110,0.383342,271.059071,200.889054,15.450626,16.534876
104,11dd74426e8374ac110c4036c77c09ab_000000000110,0.383342,274.026436,154.998405,19.245506,12.468925
105,11dd74426e8374ac110c4036c77c09ab_000000000111,0.390658,277.331668,204.712406,18.202616,16.685730
105,11dd74426e8374ac110c4036c77c09ab_000000000111,0.390658,279.843690,157.827892,19.916679,15.024849
106,11dd74426e8374ac110c4036c77c09ab_000000000112,0.390658,275.867989,204.688204,18.202641,16.685741
106,11dd74426e8374ac110c4036c77c09ab_000000000112,0.390658,278.743630,157.931350,19.916679,15.199548
107,11dd74426e8374ac110c4036c77c09ab_000000000113,0.383342,271.691267,201.641745,14.689886,19.338581
107,11dd74426e8374ac110c4036c77c09ab_000000000113,0.383342,274.521219,155.550570,19.886522,14.229154
108,11dd74426e8374ac110c4036c77c09ab_000000000114,0.383342,271.413119,201.843524,15.059634,19.693356
108,11dd74426e8374ac110c4036c77c09ab_000000000114,0.383342,274.842206,155.597259,19.886522,14.057720
109,11dd74426e8374ac110c4036c77c09ab_000000000115,0.376288,266.528890,197.364938,13.922669,18.814417
109,11dd74426e8374ac110c4036c77c09ab_000000000115,0.376288,269.467173,152.869874,20.921623,11.439170
110,11dd74426e8374ac110c4036c77c09ab_000000000116,0.376288,267.285050,198.599887,15.350102,17.848927
110,11dd74426e8374ac110c4036c77c09ab_000000000116,0.376288,270.217407,152.955713,21.020014,10.909119
111,11dd74426e8374ac110c4036c77c09ab_000000000117,0.383342,272.014454,201.110954,15.643187,19.209265
111,11dd74426e8374ac110c4036c77c09ab_000000000117,0.383342,277.704634,156.437574,20.912729,10.675569
112,11dd74426e8374ac110c4036c77c09ab_000000000118,0.383342,271.878001,202.412944,16.270725,18.271641
112,11dd74426e8374ac110c4036c77c09ab_000000000118,0.383342,276.462236,156.032777,20.886946,10.701346
113,11dd74426e8374ac110c4036c77c09ab_000000000119,0.383342,273.014174,202.572350,18.473677,16.764345
113,11dd74426e8374ac110c4036c77c09ab_000000000119,0.383342,276.575035,155.853472,21.142935,11.384670
114,11dd74426e8374ac110c4036c77c09ab_000000000120,0.383342,271.941103,201.861423,21.921879,15.723989
114,11dd74426e8374ac110c4036c77c09ab_000000000120,0.383342,277.057862,156.686884,20.877867,13.017224
115,11dd74426e8374ac110c4036c77c09ab_000000000121,0.383342,268.684033,198.601966,17.614994,18.103497
115,11dd74426e8374ac110c4036c77c09ab_000000000121,0.383342,275.549413,154.151937,21.435730,14.688224
116,11dd74426e8374ac110c4036c77c09ab_000000000122,0.383342,267.462717,200.182712,18.122295,17.057800
116,11dd74426e8374ac110c4036c77c09ab_000000000122,0.383342,275.427209,154.845305,20.296141,12.005859
117,11dd74426e8374ac110c4036c77c09ab_000000000123,0.383342,267.953452,199.547662,18.122318,17.057800
117,11dd74426e8374ac110c4036c77c09ab_000000000123,0.383342,275.995624,154.105727,20.355989,12.070756
118,11dd74426e8374ac110c4036c77c09ab_000000000124,0.376288,260.301598,194.661215,14.993107,19.633816
118,11dd74426e8374ac110c4036c77c09ab_000000000124,0.376288,270.122279,151.759474,20.335073,11.005909
119,11dd74426e8374ac110c4036c77c09ab_000000000125,0.376288,260.635214,194.369445,16.323299,18.679218
119,11dd74426e8374ac110c4036c77c09ab_000000000125,0.376288,270.327946,152.038762,20.335096,11.005920
120,11dd74426e8374ac110c4036c77c09ab_000000000126,0.376288,259.621436,192.355369,18.217442,17.625801
120,11dd74426e8374ac110c4036c77c09ab_000000000126,0.376288,270.252707,152.283623,20.075825,12.066759
121,11dd74426e8374ac110c4036c77c09ab_000000000127,0.383342,264.857543,195.844804,16.457834,19.029356
121,11dd74426e8374ac110c4036c77c09ab_000000000127,0.383342,275.166774,153.881113,20.278568,13.739628
122,11dd74426e8374ac110c4036c77c09ab_000000000128,0.383342,264.583607,195.992733,16.457811,19.029354
122,11dd74426e8374ac110c4036c77c09ab_000000000128,0.383342,276.679738,154.953225,20.270870,13.935614
123,11dd74426e8374ac110c4036c77c09ab_000000000129,0.383342,264.183888,197.114248,17.143562,20.057966
123,11dd74426e8374ac110c4036c77c09ab_000000000129,0.383342,276.520028,154.023825,20.516449,14.374403
124,11dd74426e8374ac110c4036c77c09ab_000000000130,0.383342,262.681102,197.497262,16.719370,20.240923
124,11dd74426e8374ac110c4036c77c09ab_000000000130,0.383342,276.553275,154.634893,20.516449,14.374393
125,11dd74426e8374ac110c4036c77c09ab_000000000131,0.383342,266.213979,197.500023,16.457811,20.915138
125,11dd74426e8374ac110c4036c77c09ab_000000000131,0.383342,279.610087,155.358092,21.034817,14.180056
126,11dd74426e8374ac110c4036c77c09ab_000000000132,0.383342,266.157053,197.074379,16.567427,20.933704
126,11dd74426e8374ac110c4036c77c09ab_000000000132,0.383342,279.974711,155.107589,20.981354,14.180056
127,11dd74426e8374ac110c4036c77c09ab_000000000133,0.383342,267.760518,197.148010,14.914875,20.915152
127,11dd74426e8374ac110c4036c77c09ab_000000000133,0.383342,279.919891,154.264899,20.643589,13.881023
128,11dd74426e8374ac110c4036c77c09ab_000000000134,0.383342,267.446737,194.908525,14.896929,22.445681
128,11dd74426e8374ac110c4036c77c09ab_000000000134,0.383342,280.455783,155.946242,21.091696,14.017465
129,11dd74426e8374ac110c4036c77c09ab_000000000135,0.383342,269.360239,194.704500,14.950321,24.150520
129,11dd74426e8374ac110c4036c77c09ab_000000000135,0.383342,281.687371,155.069662,21.031260,13.978853
130,11dd74426e8374ac110c4036c77c09ab_000000000136,0.383342,266.266412,196.701894,16.629267,23.143806
